hub,in_degree,in_volume,out_degree,out_volume,hub_delay_ratio,hub_breach_rate,betweenness,pagerank,clustering,total_volume,x,y,is_top_bottleneck,bottleneck_rank
IND403726AAA,4.0,43.0,6.0,43.0,1.8763476440975169,1.0,0.007042047958900711,0.0015119145046492842,0.1388888888888889,86.0,-0.4289578273808281,-0.1451314033997445,False,
IND411014AAA,3.0,48.0,3.0,28.0,2.7857142857142856,1.0,0.001616387173986018,0.0014766656093841619,0.0,76.0,-0.4397695732546026,-0.08722808558369027,False,
IND411033AAA,23.0,330.0,20.0,403.0,1.8746518105849581,0.9713506139154161,0.05127377147277318,0.007377344803002603,0.06157635467980296,733.0,-0.2247129255595074,-0.11564232576112854,False,
IND411036AAA,1.0,32.0,1.0,33.0,2.1,1.0,0.0,0.000613568221491688,0.0,65.0,-0.4173837226169533,-0.03212042160387542,False,
IND421302AAG,29.0,583.0,29.0,821.0,2.210526315789474,0.9992877492877493,0.05963884875286425,0.008211477584909437,0.06156156156156156,1404.0,-0.09652734779696122,-0.25429256805432443,True,3.0
IND422011AAD,2.0,39.0,4.0,35.0,1.769627192982456,0.8378378378378378,0.004833836858006042,0.0008181586676724588,0.3,74.0,-0.050641770956057625,-0.4770262659485873,False,
IND444005AAB,3.0,46.0,3.0,26.0,2.2793361990167744,1.0,0.004433571230497541,0.0008503310578079362,0.1,72.0,-0.3904472703758666,-0.27682585392168907,False,
IND444602AAA,0.0,0.0,1.0,21.0,2.1095890410958904,1.0,0.0,0.00011564321245522476,0.0,21.0,-0.6757030147505373,-0.2643255132912211,False,
IND462001AAA,2.0,4.0,1.0,28.0,4.115384615384615,1.0,0.00040354948406964695,0.00030026241763979274,0.0,32.0,0.07656540067668509,-0.41022748531312,False,
IND462022AAA,13.0,143.0,9.0,123.0,2.077364471471083,0.9736842105263158,0.04356692499671614,0.004163789951179027,0.0718954248366013,266.0,0.05407200671450757,-0.21431928151636812,False,
IND462042AAA,1.0,2.0,1.0,17.0,4.5625,1.0,0.0,0.00017319152885364195,0.0,19.0,0.13267230952484116,-0.40320445005857874,False,
IND500010AAB,1.0,33.0,1.0,39.0,2.1325000000000003,1.0,0.0,0.0010680588971099627,0.0,72.0,-0.2219725275985394,0.15219890713228845,False,
IND500039AAC,5.0,46.0,4.0,38.0,2.446360153256705,1.0,0.004838215333420903,0.0013265216739144674,0.047619047619047616,84.0,-0.2770918285597391,0.11039409577144035,False,
IND500050AAA,2.0,20.0,2.0,26.0,2.0,1.0,0.0012121079440138944,0.0008169916283981987,0.3333333333333333,46.0,-0.2987360370420813,0.04697837650169135,False,
IND501359AAE,30.0,405.0,27.0,329.0,1.8005449591280653,0.9659400544959128,0.08357560897295561,0.01117093619434434,0.042682926829268296,734.0,-0.10666295673000845,-0.019723457401459518,True,5.0
IND560099AAB,11.0,354.0,18.0,466.0,1.574537037037037,0.8304878048780487,0.011036312156107243,0.005518238044943513,0.1368421052631579,820.0,-0.1536652091738359,0.06795282504127494,False,
IND560300AAA,4.0,278.0,12.0,331.0,1.6363636363636365,0.7881773399014779,0.005629259891705708,0.0037438351435647266,0.21794871794871795,609.0,-0.19383802601164363,0.01515275517908704,False,
IND562132AAA,36.0,665.0,35.0,768.0,1.6372881355932203,0.9134682484298674,0.13434293678940992,0.013149040886925952,0.05357142857142857,1433.0,-0.0394965708592197,-0.06958317239877138,True,2.0
IND700026AAC,2.0,31.0,2.0,6.0,2.6176470588235294,1.0,0.0,0.001011257889346628,1.0,37.0,0.47299560999345186,-0.08698742562547773,False,
IND700028AAB,2.0,25.0,1.0,11.0,4.242690058479532,1.0,0.00040354948406964695,0.0008610865572459604,0.0,36.0,0.43139963599490794,-0.2438313774931817,False,
IND700065AAA,2.0,31.0,2.0,26.0,3.272727272727273,1.0,0.0,0.0012181337511865155,1.0,57.0,0.44321815779271867,-0.04564906886118326,False,
IND700088AAA,1.0,30.0,1.0,9.0,3.5555555555555554,1.0,0.0,0.000959747491851477,0.0,39.0,0.4724351013883113,-0.19696817557637625,False,
IND712311AAA,24.0,219.0,22.0,262.0,2.422317596566524,0.9937629937629938,0.08621035655384796,0.008672757694187938,0.0392156862745098,481.0,0.2610654512684727,-0.13609123848332302,True,4.0
IND713205AAB,7.0,59.0,11.0,45.0,2.251124437781109,1.0,0.01442890085672169,0.0022093280482317233,0.054945054945054944,104.0,0.4495293551024712,-0.14385180219784466,False,
IND713364AAB,1.0,6.0,1.0,12.0,4.27891156462585,1.0,0.00040318461111840854,0.00039129988913635434,0.0,18.0,0.5885265724167431,-0.10551984523007171,False,
IND721102AAA,1.0,5.0,1.0,13.0,7.5271739130434785,1.0,0.0024059722404658696,0.0003237306353854897,1.0,18.0,0.5818974620121583,-0.2187792475617374,False,
IND751002AAB,13.0,85.0,6.0,79.0,1.939209164818921,0.9939024390243902,0.027460703183151625,0.0030787884761807574,0.10833333333333334,164.0,0.08044186775703169,-0.08797276593103011,False,
IND781018AAB,17.0,90.0,15.0,90.0,2.0969261153592953,0.8444444444444444,0.04428390034589956,0.004531282452912815,0.03162055335968379,180.0,0.333874555089723,-0.33290017193852783,False,
IND788026AAC,4.0,23.0,4.0,34.0,2.6857142857142855,1.0,0.004841864062933287,0.0013881705527956669,0.19047619047619047,57.0,0.4677272530949428,-0.5071330431417977,False,
IND811399AAA,1.0,11.0,2.0,50.0,2.1052631578947367,0.9508196721311475,0.00040318461111840854,0.00031323821018000304,0.6666666666666666,61.0,0.28468430407811146,-0.2901493303034201,False,
IND821115AAB,6.0,48.0,5.0,32.0,1.8328489983371605,0.9625,0.006445115810674723,0.001727546579709597,0.1388888888888889,80.0,0.2353486274933801,-0.01236301813792071,False,
IND842001AAA,12.0,158.0,15.0,178.0,2.600378787878788,0.9910714285714286,0.024700074434082054,0.004404548543409055,0.057971014492753624,336.0,-0.1583753167836501,0.7116312969524138,False,
IND844505AAB,1.0,16.0,1.0,14.0,4.347894736842106,1.0,0.0008060043492855788,0.000619296398912238,1.0,30.0,-0.20574987040016815,0.9167829738472588,False,
IND845305AAA,1.0,22.0,1.0,20.0,2.7884920634920634,1.0,0.0008060043492855788,0.0005969488826017273,1.0,42.0,-0.10735132289851039,0.9305775302681785,False,
IND845401AAA,2.0,19.0,1.0,22.0,2.3947368421052633,0.9024390243902439,0.000808193586993009,0.0005662419648781569,0.6666666666666666,41.0,-0.050966027806079624,0.9540635338032427,False,
IND845455AAB,1.0,15.0,2.0,20.0,2.186991869918699,1.0,0.00040318461111840854,0.0005767941607295356,1.0,35.0,-0.2919331646968093,0.8545681275843101,False,
IND847212AAA,1.0,22.0,1.0,21.0,1.8028169014084507,1.0,0.0004053738488258388,0.0005783682560606348,1.0,43.0,-0.3168292734516052,0.9444497594858284,False,
IND847223AAA,1.0,8.0,1.0,15.0,9.84375,1.0,0.0012084592145015106,0.0006454866690424929,1.0,23.0,-0.1554980803945223,1.0,False,
IND847226AAA,1.0,21.0,1.0,21.0,5.4324324324324325,1.0,0.00040318461111840854,0.0006072562301068428,1.0,42.0,-0.3660097675769988,0.8982957180957943,False,
IND847404AAB,2.0,20.0,1.0,18.0,2.835832083958021,1.0,0.0008060043492855788,0.0006351629149846513,0.6666666666666666,38.0,-0.38200567224685633,0.8075191472032055,False,
IND851127AAA,1.0,17.0,2.0,20.0,2.5185185185185186,0.972972972972973,0.0012110133251601793,0.0005285521098525508,0.3333333333333333,37.0,-0.2444747512081143,0.9896095097588902,False,
IND852111AAA,2.0,18.0,4.0,20.0,2.508080808080808,1.0,0.000805274603383102,0.00038851318187310745,0.5,38.0,0.16871718286362158,0.7312992673390395,False,
IND852139AAB,2.0,20.0,1.0,21.0,3.0675675675675675,1.0,0.0012080943415502723,0.0006043787779606788,0.6666666666666666,41.0,0.08228412739240891,0.7486231672077416,False,
IND854326AAB,8.0,62.0,8.0,70.0,2.3019471083987213,1.0,0.018996380460323717,0.0018893123439328663,0.15384615384615385,132.0,0.03259102193905708,0.5142135281267135,False,
