source_center,destination_center,volume,unique_trips,median_delay_ratio,breach_rate,median_actual_minutes,median_osrm_minutes,median_distance_km,excess_minutes,median_dwell_proxy,path_cost,breached_legs,breached_trips,sla_breach_contribution_pct,is_chronic_delay,source_name,destination_name,corridor,corridor_score
IND504208AAB,IND504251AAA,1,1,1.7894736842105263,1.0,34.0,19.0,21.5952,15.0,6.0,1.0,1,1,0.0005722473756735352,True,Mancherial_Hitech_D (Telangana),Bellmpalli_BasthDPP_D (Telangana),IND504208AAB → IND504251AAA,0.15315783339434297
IND591201AAA,IND586101AAB,1,1,1.7723577235772359,1.0,218.0,123.0,147.7174,95.0,61.0,1.0,1,1,0.0036242333792657227,True,Chikodi_IndraNgr_D (Karnataka),Bijapur_Central_D_2 (Karnataka),IND591201AAA → IND586101AAB,0.1531226841075419
IND131028AAB,IND124001AAB,4,4,1.6559523809523808,1.0,96.0,57.0,60.343500000000006,146.0,119.0,0.5,4,4,0.005569874456555743,True,Sonipat_Kundli_H (Haryana),Rohtak (Haryana),IND131028AAB → IND124001AAB,0.15300783997388645
IND505327AAA,IND505425AAA,12,12,1.5880952380952382,0.9166666666666666,32.5,19.5,27.732850000000003,177.0,14.0,0.2886751345948129,11,11,0.006752519032947714,True,Jagtial_Aravind_D (Telangana),DhrmpuriTS_HanumDPP_D (Telangana),IND505327AAA → IND505425AAA,0.15295245652321504
IND431203AAA,IND431136AAC,2,2,1.7335777126099705,1.0,101.5,58.5,81.6066,86.0,149.5,0.7071067811865475,2,2,0.0032808849538616017,True,Jalna_BhgyaNgr_D (Maharashtra),Aurangabad_Central_H_1 (Maharashtra),IND431203AAA → IND431136AAC,0.15288087686992227
IND574202AAA,IND574239AAA,6,6,1.5866935483870968,1.0,50.0,31.0,33.981049999999996,125.0,17.5,0.4082482904638631,6,6,0.004768728130612793,True,Puttur_Darbe_DC (Karnataka),Sullia_Srirampt_D (Karnataka),IND574202AAA → IND574239AAA,0.15282267319866724
IND144001AAB,IND144401AAB,14,14,1.85,0.7857142857142857,23.0,14.0,14.850850000000001,192.0,13.5,0.2672612419124244,11,11,0.0073247664086212505,True,Jalandhar_DPC (Punjab),Phagwara_Lovely_D (Punjab),IND144001AAB → IND144401AAB,0.15280188960643534
IND523002AAA,IND523105AAA,1,1,1.763157894736842,1.0,201.0,114.0,126.57039999999999,87.0,399.0,1.0,1,1,0.0033190347789065038,True,Ongole_SubhVRTL_I (Andhra Pradesh),Kandukur_LICOffce_D (Andhra Pradesh),IND523002AAA → IND523105AAA,0.1527029110011638
IND632006AAA,IND562132AAA,2,2,1.6851971557853909,1.0,369.0,219.0,245.24335,300.0,185.0,0.7071067811865475,2,2,0.011444947513470704,True,Vellore_GndhiNgr_IP (Tamil Nadu),Bangalore_Nelmngla_H (Karnataka),IND632006AAA → IND562132AAA,0.15268617037611415
IND181152AAB,IND184121AAA,4,4,1.659375,1.0,52.5,32.0,36.46265,88.0,156.5,0.5,4,4,0.0033571846039514063,True,Jammu_Central_I_1 (Jammu & Kashmir),Samba_Wardno13_D (Jammu & Kashmir),IND181152AAB → IND184121AAA,0.15268471082878426
IND781018AAB,IND785621AAA,1,1,1.7403100775193798,1.0,449.0,258.0,359.4739,191.0,269.0,1.0,1,1,0.007286616583576347,True,Guwahati_Hub (Assam),Golaghat_BaruaRd_D (Assam),IND781018AAB → IND785621AAA,0.1526340547923411
IND679329AAA,IND673639AAA,3,3,1.7,1.0,34.0,20.0,22.4576,41.0,4.0,0.5773502691896258,3,3,0.001564142826840996,True,Nilambur_StteHW28_D (Kerala),Areacode_Puthalam_D (Kerala),IND679329AAA → IND673639AAA,0.15255790855554774
IND424006AAA,IND425401AAA,1,1,1.7714285714285714,1.0,62.0,35.0,41.294,27.0,7.0,1.0,1,1,0.0010300452762123634,True,Dhule_MIDCAvdn_I (Maharashtra),Amalner_Murtingr_D (Maharashtra),IND424006AAA → IND425401AAA,0.1525521322591562
IND424101AAA,IND431103AAA,1,1,1.7727272727272727,1.0,39.0,22.0,31.277600000000003,17.0,27.0,1.0,1,1,0.0006485470257633399,True,Chalisgaon_BhadgDPP_D (Maharashtra),Kannad_KolheDPP_D (Maharashtra),IND424101AAA → IND431103AAA,0.1525239089199023
IND152024AAA,IND152123AAA,2,2,1.732258064516129,1.0,53.0,30.5,33.011,45.0,16.5,0.7071067811865475,2,2,0.0017167421270206057,True,Jalalabad_Muktsar_D (Punjab),Fazilka_GndhiChk_D (Punjab),IND152024AAA → IND152123AAA,0.1525074072532629
IND403726AAB,IND403601AAA,6,6,1.5927601809954752,1.0,23.5,14.5,15.9251,53.0,213.5,0.4082482904638631,6,6,0.002021940727379824,True,Goa_ZuariNgr_IP (Goa),Goa_Margao_Dc (Goa),IND403726AAB → IND403601AAA,0.15249206795483022
IND680104AAA,IND679576AAA,17,17,1.4705882352941178,0.8823529411764706,50.0,33.0,30.2562,286.0,30.0,0.24253562503633297,15,15,0.01091084996284207,True,Guruvayoor_ManhrBld_D (Kerala),Edappal_PonaniRD_D (Kerala),IND680104AAA → IND679576AAA,0.15248607284990445
IND211002AAB,IND209304AAA,16,16,1.468016209665202,0.8125,262.5,187.5,270.61125000000004,1346.0,58.0,0.25,13,13,0.05134966451043856,True,Allahabad_Central_H_1 (Uttar Pradesh),Kanpur_Central_H_6 (Uttar Pradesh),IND211002AAB → IND209304AAA,0.15239969180941185
IND487001AAB,IND487551AAA,4,4,1.6461609620721553,1.0,75.5,46.5,51.79900000000001,114.0,13.5,0.5,4,4,0.004349080055118867,True,Narsinghpur_KndliDPP_D (Madhya Pradesh),Gadarwara_MPward_D (Madhya Pradesh),IND487001AAB → IND487551AAA,0.15237646767049534
IND842001AAA,IND843301AAA,6,6,1.5186610234705655,1.0,173.0,114.0,131.01775,400.0,53.0,0.4082482904638631,6,6,0.015259930017960936,True,Muzaffrpur_Bbganj_I (Bihar),Sitamari_Durma_D (Bihar),IND842001AAA → IND843301AAA,0.15234509023151116
IND273155AAA,IND273303AAA,1,1,1.7692307692307692,1.0,23.0,13.0,21.8127,10.0,24.0,1.0,1,1,0.00038149825044902347,True,Anandnagar_LohiaDPP_D (Uttar Pradesh),Maharajganj_PakriDPP_D (Uttar Pradesh),IND273155AAA → IND273303AAA,0.15233324590289718
IND303702AAB,IND332001AAB,4,4,1.6347170809095717,1.0,100.5,61.0,84.54065,156.0,22.0,0.5,4,4,0.005951372707004766,True,Chomu_ShsmlDPP_D (Rajasthan),Sikar_FatehpRd_I (Rajasthan),IND303702AAB → IND332001AAB,0.15226266077565342
IND509124AAA,IND509103AAC,4,4,1.6366396761133604,1.0,63.0,38.5,45.0114,146.0,31.5,0.5,4,4,0.005569874456555743,True,JoguGadwal_ColctrOf_D (Telangana),IND509103AAC,IND509124AAA → IND509103AAC,0.1522586402172003
IND764071AAB,IND764073AAA,2,2,1.7253176930596286,1.0,55.0,32.0,46.88055,46.0,13.5,0.7071067811865475,2,2,0.0017548919520655078,True,Pappadahandi_Central_DPP_2 (Orissa),Umerkote_Central_DPP_1 (Orissa),IND764071AAB → IND764073AAA,0.15224602910468968
IND384205AAA,IND385001AAA,1,1,1.7525773195876289,1.0,170.0,97.0,93.2516,73.0,14.0,1.0,1,1,0.0027849372282778713,True,Mehsana_Panchot_IP (Gujarat),Palanpur_DC (Gujarat),IND384205AAA → IND385001AAA,0.1521824120645421
IND560099AAH,IND562125AAA,1,1,1.7647058823529411,1.0,30.0,17.0,11.646,13.0,1.0,1.0,1,1,0.0004959477255837304,True,Bengaluru_South_D_20 (Karnataka),Bengaluru_Sarjapur_D (Karnataka),IND560099AAH → IND562125AAA,0.1521812926960787
IND370201AAA,IND363310AAB,1,1,1.7409638554216869,1.0,289.0,166.0,167.2466,123.0,113.0,1.0,1,1,0.004692428480522988,True,Gandhidham_Sector1A_IP (Gujarat),Dhrangadhra_NvygRDPP_D (Gujarat),IND370201AAA → IND363310AAB,0.15212490971317413
IND841405AAA,IND841301AAC,1,1,1.75,1.0,182.0,104.0,119.5359,78.0,558.0,1.0,1,1,0.002975686353502383,True,Barauli_SiwanRd_D (Bihar),IND841301AAC,IND841405AAA → IND841301AAC,0.15212173183570138
IND573201AAB,IND573134AAB,3,3,1.6774193548387097,1.0,52.0,31.0,43.0938,84.0,130.0,0.5773502691896258,3,3,0.0032045853037717966,True,Hassan_Pandrnga_I (Karnataka),Sakleshpur_RgvdrDPP_D (Karnataka),IND573201AAB → IND573134AAB,0.15201993242213324
IND721139AAC,IND721636AAB,1,1,1.7543859649122806,1.0,100.0,57.0,70.636,43.0,30.0,1.0,1,1,0.0016404424769308008,True,Panskura_Central_D_3 (West Bengal),Tamluk_Central_DPP_2 (West Bengal),IND721139AAC → IND721636AAB,0.15201676305047404
IND600110AAA,IND600056AAD,1,1,1.7551020408163265,1.0,86.0,49.0,52.7387,37.0,42.0,1.0,1,1,0.0014115435266613867,True,Chennai_Madhavaram_L (Tamil Nadu),Chennai_Poonamallee_L (Tamil Nadu),IND600110AAA → IND600056AAD,0.1519973794612468
IND722143AAB,IND723133AAA,10,10,1.3997599039615847,1.0,73.0,51.5,45.16095,256.0,33.5,0.31622776601683794,10,10,0.009766355211495,True,Mejia_Central_D_1 (West Bengal),Rghunthpur_barkarRd_D (West Bengal),IND722143AAB → IND723133AAA,0.15193398263522379
IND465333AAA,IND462022AAA,3,3,1.6415094339622642,1.0,194.0,107.0,110.68430000000001,247.0,413.0,0.5773502691896258,3,3,0.009423006786090878,True,Shujalpur_AstrdDPP_D (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh),IND465333AAA → IND462022AAA,0.15190812023400432
IND712612AAA,IND722154AAA,3,3,1.6842105263157894,1.0,32.0,19.0,19.7134,34.0,2.0,0.5773502691896258,3,3,0.0012970940515266798,True,Kamarpukur_ChatiDPP_D (West Bengal),MirzapurWB_VidyaDPP_D (West Bengal),IND712612AAA → IND722154AAA,0.15189036307436432
IND733201AAA,IND733202AAB,1,1,1.75,1.0,84.0,48.0,69.2542,36.0,15.0,1.0,1,1,0.0013733937016164844,True,Dalkhola_DltprDPP_D (West Bengal),Islampure_ShbdnDPP_D (West Bengal),IND733201AAA → IND733202AAB,0.15179159506475343
IND362220AAA,IND362265AAA,2,2,1.7132183908045977,1.0,50.5,29.5,44.66289999999999,42.0,13.0,0.7071067811865475,2,2,0.0016022926518858983,True,Junagadh_keshod_DC (Gujarat),Veraval_DC (Gujarat),IND362220AAA → IND362265AAA,0.15174521802342517
IND160002AAC,IND174307AAA,14,14,1.3122864072318379,0.9285714285714286,244.5,187.5,176.9102,891.0,72.5,0.2672612419124244,13,13,0.033991494115007986,True,Chandigarh_Mehmdpur_H (Punjab),Bangana_Bhaleti_D (Himachal Pradesh),IND160002AAC → IND174307AAA,0.15172244397884138
IND636352AAA,IND636705AAB,5,5,1.6,1.0,40.0,25.0,27.303,79.0,15.0,0.4472135954999579,5,5,0.0030138361785472852,True,Thoppur_HghsclRD_D (Tamil Nadu),Dharmapuri_Central_D_2 (Tamil Nadu),IND636352AAA → IND636705AAB,0.15164396005110165
IND363641AAA,IND360002AAB,1,1,1.7428571428571429,1.0,122.0,70.0,79.48769999999999,52.0,15.0,1.0,1,1,0.0019837909023349217,True,Morbi_DC (Gujarat),Rajkot_PedakRd_P (Gujarat),IND363641AAA → IND360002AAB,0.15164026785762688
IND508277AAB,IND508223AAA,11,11,1.3846153846153846,1.0,34.0,25.0,25.7175,122.0,7.0,0.30151134457776363,11,11,0.004654278655478085,True,Mothkur_Mainroad_D (Telangana),Thirumalagiri_Xroad_D (Telangana),IND508277AAB → IND508223AAA,0.15162651955557538
IND160002AAC,IND181152AAA,2,2,1.6278409090909092,1.0,573.0,352.0,396.07000000000005,442.0,389.5,0.7071067811865475,2,2,0.016862222669846837,True,Chandigarh_Mehmdpur_H (Punjab),Jammu_TrnptNgr_L (Jammu & Kashmir),IND160002AAC → IND181152AAA,0.1515773202664667
IND573103AAA,IND572201AAB,2,2,1.7107843137254901,1.0,30.0,17.5,25.37305,25.0,1.0,0.7071067811865475,2,2,0.0009537456261225585,True,Arsikere_HsnRdDPP_D (Karnataka),Tiptur_YTRd_D (Karnataka),IND573103AAA → IND572201AAB,0.15151716583125344
IND000000ACA,IND143001AAA,1,1,1.7339449541284404,1.0,189.0,109.0,155.2326,80.0,37.0,1.0,1,1,0.0030519860035921878,True,Ludhiana_MilrGanj_HB (Punjab),Amritsar_DPC (Punjab),IND000000ACA → IND143001AAA,0.15151462757895573
IND177101AAA,IND176001AAA,2,2,1.6966101694915254,1.0,101.0,59.5,43.864200000000004,83.0,34.5,0.7071067811865475,2,2,0.003166435478726895,True,DehraGopipur_Central_D_1 (Himachal Pradesh),Kangra_Gurkhari_D (Himachal Pradesh),IND177101AAA → IND176001AAA,0.151423209947575
IND423105AAA,IND423301AAB,7,7,1.5151515151515151,1.0,50.0,33.0,34.463,126.0,16.0,0.3779644730092272,7,7,0.0048068779556576955,True,Malegaon_Rawlgaon_D (Maharashtra),Satana_ThrbadRD_D (Maharashtra),IND423105AAA → IND423301AAB,0.15138852943510095
IND518002AAA,IND509124AAA,3,3,1.6363636363636365,1.0,72.0,46.0,61.327799999999996,199.0,72.0,0.5773502691896258,3,3,0.0075918151839355665,True,Kurnool_AbbasNgr_I (Andhra Pradesh),JoguGadwal_ColctrOf_D (Telangana),IND518002AAA → IND509124AAA,0.1513311996086392
IND305404AAA,IND305601AAC,13,13,1.4545454545454546,0.9230769230769231,80.0,54.0,59.0299,378.0,17.0,0.2773500981126146,12,12,0.014420633866973087,True,Kekri_LxmntDPP_D (Rajasthan),Nasirabad_Central_DPP_2 (Rajasthan),IND305404AAA → IND305601AAC,0.15132594518979764
IND574239AAA,IND574221AAA,7,7,1.5128205128205128,1.0,53.0,35.0,33.2592,128.0,2.0,0.3779644730092272,7,7,0.0048831776057475,True,Sullia_Srirampt_D (Karnataka),Kadaba_AnugrDPP_D (Karnataka),IND574239AAA → IND574221AAA,0.15131382341915278
IND814101AAB,IND816107AAA,11,11,1.5411764705882354,0.9090909090909091,131.0,85.0,89.0484,466.0,25.0,0.30151134457776363,10,10,0.017777818470924495,True,Dumka_Dudhani_D (Jharkhand),Pakur_Hatpada_D (Jharkhand),IND814101AAB → IND816107AAA,0.1513130782308355
IND573134AAB,IND577101AAA,1,1,1.7358490566037736,1.0,92.0,53.0,68.37559999999999,39.0,72.0,1.0,1,1,0.0014878431767511916,True,Sakleshpur_RgvdrDPP_D (Karnataka),Chikmagalur_DC (Karnataka),IND573134AAB → IND577101AAA,0.1512662172516178
IND134203AAA,IND160002AAC,1,1,1.732394366197183,1.0,123.0,71.0,69.9466,52.0,38.0,1.0,1,1,0.0019837909023349217,True,Naraingarh_Ward2DPP_D (Haryana),Chandigarh_Mehmdpur_H (Punjab),IND134203AAA → IND160002AAC,0.15123438428030084
IND363310AAB,IND382430AAB,9,9,1.3655172413793104,1.0,203.0,147.0,132.8943,503.0,4.0,0.3333333333333333,9,9,0.01918936199758588,True,Dhrangadhra_NvygRDPP_D (Gujarat),Ahmedabad_East_H_1 (Gujarat),IND363310AAB → IND382430AAB,0.15121378877913824
IND131028AAE,IND124507AAA,1,1,1.7333333333333334,1.0,78.0,45.0,42.7911,33.0,61.0,1.0,1,1,0.0012589442264817772,True,Sonipat_Central_D_2 (Haryana),Bahadurgarh_DC (Haryana),IND131028AAE → IND124507AAA,0.15112146214269065
IND414302AAB,IND412210AAC,1,1,1.736842105263158,1.0,33.0,19.0,22.8751,14.0,7.0,1.0,1,1,0.0005340975506286328,True,Parner_Hindcwk_D (Maharashtra),Shirur_Central_DPP_3 (Maharashtra),IND414302AAB → IND412210AAC,0.15110823070828333
IND209304AAA,IND206122AAA,20,20,1.6300520208083233,0.75,80.0,49.0,70.43010000000001,496.0,440.0,0.22360679774997896,15,15,0.018922313222271562,True,Kanpur_Central_H_6 (Uttar Pradesh),Auraiya_AryaNagr_D (Uttar Pradesh),IND209304AAA → IND206122AAA,0.15108755771470345
IND505001AAA,IND505302AAB,9,9,1.4242424242424243,1.0,47.0,33.0,34.666199999999996,186.0,22.0,0.3333333333333333,9,9,0.007095867458351836,True,Karimnagar_DC (Telangana),Vemulawada_Central_DPP_2 (Telangana),IND505001AAA → IND505302AAB,0.15100017429223964
IND360510AAB,IND360530AAB,13,13,1.4782608695652173,0.9230769230769231,37.0,24.0,28.1622,218.0,12.0,0.2773500981126146,12,12,0.008316661859788712,True,Bhanvad_Mainroad_D (Gujarat),Jamjodhpur_Court_D (Gujarat),IND360510AAB → IND360530AAB,0.15098827584865254
IND600044AAD,IND600056AAB,17,17,1.5526315789473684,0.8235294117647058,66.0,39.0,40.9697,436.0,46.0,0.24253562503633297,14,14,0.016633323719577424,True,Chennai_Chrompet_DPC (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu),IND600044AAD → IND600056AAB,0.1509654957225537
IND332001AAB,IND334001AAC,3,3,1.614864864864865,1.0,243.0,150.0,213.6351,257.0,87.0,0.5773502691896258,3,3,0.009804505036539903,True,Sikar_FatehpRd_I (Rajasthan),Bikaner_ITICollg_L (Rajasthan),IND332001AAB → IND334001AAC,0.15095309870175702
IND302014AAB,IND303303AAA,3,3,2.484375,0.6666666666666666,159.0,63.0,67.1334,205.0,47.0,0.5773502691896258,2,2,0.00782071413420498,True,Jaipur_Central_I_7 (Rajasthan),Dausa_IndraCln_D (Rajasthan),IND302014AAB → IND303303AAA,0.1509420212260145
IND842001AAA,IND845401AAA,4,4,2.2241379310344827,0.75,130.5,59.0,85.26215,253.0,73.0,0.5,3,3,0.009651905736360293,True,Muzaffrpur_Bbganj_I (Bihar),Motihari_RajaBzr_D (Bihar),IND842001AAA → IND845401AAA,0.15089058352202342
IND144514AAA,IND000000ACA,1,1,1.7241379310344827,1.0,100.0,58.0,55.3215,42.0,18.0,1.0,1,1,0.0016022926518858983,True,Nawanshahr_DC (Punjab),Ludhiana_MilrGanj_HB (Punjab),IND144514AAA → IND000000ACA,0.15083548754383738
IND342005AAD,IND342902A1B,1,1,1.7173913043478262,1.0,158.0,92.0,103.1402,66.0,193.0,1.0,1,1,0.0025178884529635545,True,Jodhpur_Basni_I (Rajasthan),IND342902A1B,IND342005AAD → IND342902A1B,0.15076241454025385
IND413304AAA,IND415301AAB,6,6,1.5255102040816326,1.0,75.5,50.0,56.602599999999995,155.0,15.5,0.4082482904638631,6,6,0.005913222881959864,True,Pandharpur_RajCmplx_D (Maharashtra),Atapadi_Vidyangr_D (Maharashtra),IND413304AAA → IND415301AAB,0.15068499337296243
IND786184AAA,IND786190AAA,2,2,1.6857142857142857,1.0,52.5,31.5,43.7346,42.0,22.0,0.7071067811865475,2,2,0.0016022926518858983,True,Chabua_CollgeRD_D (Assam),DoomDooma_Pthrgoan_D (Assam),IND786184AAA → IND786190AAA,0.15067824842940444
IND581320AAA,IND581334AAA,4,4,1.601930501930502,1.0,57.5,37.0,40.4765,116.0,22.5,0.5,4,4,0.004425379705208672,True,Bhatkal_KmkshBul_D (Karnataka),Honnavar_Prbhtngr_D (Karnataka),IND581320AAA → IND581334AAA,0.1506763516532719
IND560300AAB,IND563116AAA,1,1,1.7142857142857142,1.0,168.0,98.0,108.97019999999999,70.0,110.0,1.0,1,1,0.002670487753143164,True,Bangalore_East_I_20 (Karnataka),Bethamangala_FshryOFC_D (Karnataka),IND560300AAB → IND563116AAA,0.15067338066093955
IND521185AAA,IND520011AAA,1,1,1.7241379310344827,1.0,50.0,29.0,41.8469,21.0,22.0,1.0,1,1,0.0008011463259429491,True,Nandigama_Chndrlpd_D (Andhra Pradesh),Vijayawada (Andhra Pradesh),IND521185AAA → IND520011AAA,0.1506704191583634
IND843126AAA,IND843109AAB,2,2,1.6818181818181817,1.0,55.5,33.0,42.2606,45.0,11.0,0.7071067811865475,2,2,0.0017167421270206057,True,Saraiya_Wardno4_D (Bihar),Kanti_Central_DPP_2 (Bihar),IND843126AAA → IND843109AAB,0.1505506876658425
IND474003AAA,IND476001AAA,3,3,1.6388888888888888,1.0,59.0,36.0,34.690200000000004,80.0,44.0,0.5773502691896258,3,3,0.0030519860035921878,True,Gwalior_HrihrNgr_I (Madhya Pradesh),Morena_Prjapati_D (Madhya Pradesh),IND474003AAA → IND476001AAA,0.1504937744733984
IND686507AAA,IND686540AAA,1,1,1.72,1.0,43.0,25.0,26.7197,18.0,34.0,1.0,1,1,0.0006866968508082422,True,Parakkdavu_KeRoad_D (Kerala),Karukachal_MnimlaRd_D (Kerala),IND686507AAA → IND686540AAA,0.150486314773756
IND758035AAA,IND758001AAA,1,1,1.7142857142857142,1.0,84.0,49.0,68.11009999999999,35.0,14.0,1.0,1,1,0.001335243876571582,True,Barbil_PunjbiPd_D (Orissa),Kendujhar_Sirjudin_D (Orissa),IND758035AAA → IND758001AAA,0.15039826668514958
IND334001AAC,IND341001AAC,2,2,1.6646341463414633,1.0,136.5,82.0,115.3777,109.0,21.5,0.7071067811865475,2,2,0.004158330929894356,True,Bikaner_ITICollg_L (Rajasthan),Nagaur_KisanCo_D (Rajasthan),IND334001AAC → IND341001AAC,0.15038713115566557
IND335501AAA,IND331701AAA,1,1,1.7142857142857142,1.0,36.0,21.0,23.5577,15.0,24.0,1.0,1,1,0.0005722473756735352,True,Bhadra_GMndiDPP_D (Rajasthan),Sidhmukh_MnbzrDPP_D (Rajasthan),IND335501AAA → IND331701AAA,0.15024105869898388
IND303303AAA,IND322230AAA,16,16,1.4178082191780823,0.875,103.5,73.0,96.97064999999999,518.0,11.0,0.25,14,14,0.019761609373259416,True,Dausa_IndraCln_D (Rajasthan),Hindaun_MndwrRod_D (Rajasthan),IND303303AAA → IND322230AAA,0.1501935574132551
IND695582AAA,IND691574AAA,1,1,1.7105263157894737,1.0,65.0,38.0,35.4313,27.0,3.0,1.0,1,1,0.0010300452762123634,True,Kazhakkoottam_Rdiosttn_D (Kerala),Kalluvathukal_Pariplly_D (Kerala),IND695582AAA → IND691574AAA,0.15018954475591534
IND625532AAA,IND625531AAA,6,6,1.5174081237911023,1.0,69.0,45.5,41.76305,127.0,11.0,0.4082482904638631,6,6,0.004845027780702598,True,Usilampatti_MrutiNGR_D (Tamil Nadu),Theni_Rathnam_D (Tamil Nadu),IND625532AAA → IND625531AAA,0.1501505973534737
IND785621AAA,IND785001AAA,3,3,1.627906976744186,1.0,70.0,43.0,49.2488,88.0,42.0,0.5773502691896258,3,3,0.0033571846039514063,True,Golaghat_BaruaRd_D (Assam),Jorhat_RicMilRd_D (Assam),IND785621AAA → IND785001AAA,0.15013063521397535
IND624001AAA,IND625008AAA,9,9,1.3958333333333333,1.0,68.0,49.0,67.7051,205.0,40.0,0.3333333333333333,9,9,0.00782071413420498,True,Dindigul_Central_D_1 (Tamil Nadu),Madurai_Kappalur_H (Tamil Nadu),IND624001AAA → IND625008AAA,0.1500474450765892
IND505001AAB,IND505172AAA,1,1,1.7083333333333333,1.0,41.0,24.0,34.1482,17.0,63.0,1.0,1,1,0.0006485470257633399,True,Karimnagar_KamnHbRD_I (Telangana),Peddapalli_UdaynDPP_D (Telangana),IND505001AAB → IND505172AAA,0.1500258681675512
IND302014AAB,IND302006AAA,16,16,1.6378676470588234,0.8125,30.5,20.5,18.464399999999998,193.0,33.5,0.25,13,13,0.007362916233666152,True,Jaipur_Central_I_7 (Rajasthan),Jaipur (Rajasthan),IND302014AAB → IND302006AAA,0.1499257157886085
IND132103AAA,IND132001AAA,5,5,1.5476190476190477,1.0,62.0,35.0,43.7683,116.0,21.0,0.4472135954999579,5,5,0.004425379705208672,True,Panipat (Haryana),Karnal (Haryana),IND132103AAA → IND132001AAA,0.1499027751210747
IND530012AAA,IND531001AAA,5,5,1.5555555555555556,1.0,42.0,27.0,27.1175,74.0,29.0,0.4472135954999579,5,5,0.0028230870533227734,True,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Anakapalle_Kothuru_D (Andhra Pradesh),IND530012AAA → IND531001AAA,0.14988052012352573
IND563131AAB,IND560300AAA,3,3,1.6025641025641026,1.0,125.0,79.0,90.765,175.0,12.0,0.5773502691896258,3,3,0.006676219382857911,True,Bangarapet_KolarRd_D (Karnataka),Bengaluru_KGAirprt_HB (Karnataka),IND563131AAB → IND560300AAA,0.14983136121405155
IND562132AAC,IND000000ACB,1,1,1.5176273083379967,1.0,2712.0,1787.0,2307.1374,925.0,428.0,1.0,1,1,0.03528858816653467,True,Bengaluru_Nelmngla_L (Karnataka),Gurgaon_Bilaspur_HB (Haryana),IND562132AAC → IND000000ACB,0.14976503218362028
IND722202AAA,IND722101AAC,4,4,1.5892857142857144,1.0,44.0,27.5,32.0095,61.0,5.5,0.5,4,4,0.0023271393277390427,True,Barjora_Central_DPP_1 (West Bengal),Bankura_BhowmDPP_D (West Bengal),IND722202AAA → IND722101AAC,0.1497534991361305
IND625532AAA,IND685514AAA,1,1,1.6846153846153846,1.0,219.0,130.0,110.6121,89.0,13.0,1.0,1,1,0.003395334428996309,True,Usilampatti_MrutiNGR_D (Tamil Nadu),Kattappana_Palikval_D (Kerala),IND625532AAA → IND685514AAA,0.14967172407955143
IND221303AAA,IND231001AAA,3,3,1.625,1.0,39.0,23.0,29.2527,43.0,24.0,0.5773502691896258,3,3,0.0016404424769308008,True,Gopiganj_Wardno13_D (Uttar Pradesh),Mirzapur_JangiRd_D (Uttar Pradesh),IND221303AAA → IND231001AAA,0.1496641465955436
IND574117AAA,IND576101AAA,2,2,1.6614906832298137,1.0,36.5,22.0,24.751350000000002,29.0,1.0,0.7071067811865475,2,2,0.001106344926302168,True,Uchila_Busstand_D (Karnataka),Udupi (Karnataka),IND574117AAA → IND576101AAA,0.14963635452132673
IND125005AAA,IND335524AAA,2,2,1.6239460084319326,1.0,278.5,171.5,181.95905,214.0,98.0,0.7071067811865475,2,2,0.008164062559609102,True,Hisar_IndstlAr_I (Haryana),Rawatsar_ShivmDPP_D (Rajasthan),IND125005AAA → IND335524AAA,0.14963405393999335
IND125005AAA,IND335523AAB,1,1,1.6756756756756757,1.0,310.0,185.0,191.3392,125.0,78.0,1.0,1,1,0.004768728130612793,True,Hisar_IndstlAr_I (Haryana),Nohar_Central_DPP_2 (Rajasthan),IND125005AAA → IND335523AAB,0.14960789940095406
IND785612AAB,IND785621AAA,1,1,1.6944444444444444,1.0,61.0,36.0,48.781800000000004,25.0,34.0,1.0,1,1,0.0009537456261225585,True,Bokakhat_MlnprDPP_D (Assam),Golaghat_BaruaRd_D (Assam),IND785612AAB → IND785621AAA,0.1495499582585692
IND484001AAA,IND484446AAA,4,4,1.5484974572353214,1.0,161.0,105.0,116.6403,223.0,31.0,0.5,4,4,0.008507410985013222,True,Shahdol_Sohagpur_D (Madhya Pradesh),Dola_ChainDPP_D (Madhya Pradesh),IND484001AAA → IND484446AAA,0.1494445807488419
IND695572AAB,IND000000AFJ,1,1,1.6923076923076923,1.0,44.0,26.0,23.2706,18.0,22.0,1.0,1,1,0.0006866968508082422,True,Kallikkad_Mutyvila_D (Kerala),Trivandrum_Pettah_D (Kerala),IND695572AAB → IND000000AFJ,0.14941204421672685
IND786001AAB,IND786190AAA,1,1,1.6875,1.0,81.0,48.0,68.4472,33.0,93.0,1.0,1,1,0.0012589442264817772,True,Dibrugarh_Bokule_H (Assam),DoomDooma_Pthrgoan_D (Assam),IND786001AAB → IND786190AAA,0.14934344490131135
IND396321AAA,IND396001AAA,8,8,1.4285714285714286,1.0,40.0,27.0,35.137100000000004,120.0,42.5,0.35355339059327373,8,8,0.004577979005388281,True,Bilimora_DC (Gujarat),Valsad_DC (Gujarat),IND396321AAA → IND396001AAA,0.1493159901173226
