source_center,destination_center,volume,unique_trips,median_delay_ratio,breach_rate,median_actual_minutes,median_osrm_minutes,median_distance_km,excess_minutes,median_dwell_proxy,path_cost,breached_legs,breached_trips,sla_breach_contribution_pct,is_chronic_delay,source_name,destination_name,corridor,corridor_score
IND852201AAA,IND854326AAB,1,1,3.805084745762712,1.0,449.0,118.0,165.7582,331.0,73.0,1.0,1,1,0.012627592089862676,True,Saharsa_Gangjala_D (Bihar),Purnia_Central_H_2 (Bihar),IND852201AAA → IND854326AAB,0.2026017921710423
IND788713AAA,IND788026AAC,1,1,10.0,1.0,361.0,30.0,43.217,331.0,384.0,1.0,1,1,0.012627592089862676,True,Karimganj_Alngjuri_D (Assam),Silchar_Sirikona_H (Assam),IND788713AAA → IND788026AAC,0.2026017921710423
IND500039AAC,IND500035AAD,8,8,2.7848484848484847,1.0,36.5,13.5,13.795,205.0,31.0,0.35355339059327373,8,8,0.00782071413420498,True,Hyderabad_Uppal_I (Telangana),Hyderabad_South_D_12 (Telangana),IND500039AAC → IND500035AAD,0.20259832020720572
IND395023AAD,IND395004AAB,17,17,2.4285714285714284,1.0,38.0,15.0,15.855699999999999,436.0,49.0,0.24253562503633297,17,17,0.016633323719577424,True,Surat_Central_I_4 (Gujarat),Surat_Central_D_3 (Gujarat),IND395023AAD → IND395004AAB,0.20259297974701648
IND131021AAA,IND131028AAA,58,58,1.5634920634920635,0.7931034482758621,16.0,11.0,13.07395,378.0,26.0,0.13130643285972254,46,46,0.014420633866973087,True,Sonipat_AmzonDev_V (Haryana),Sonipat_Kundli_P (Haryana),IND131021AAA → IND131028AAA,0.20255497478089624
IND302004AAA,IND302014AAB,8,8,2.758928571428571,1.0,41.5,15.5,17.6772,323.0,126.0,0.35355339059327373,8,8,0.012322393489503456,True,Jaipur_NgrNigam_DC (Rajasthan),Jaipur_Central_I_7 (Rajasthan),IND302004AAA → IND302014AAB,0.20252033344291426
IND788026AAC,IND788151AAA,13,13,2.5454545454545454,1.0,56.0,22.0,29.8793,521.0,288.0,0.2773500981126146,13,13,0.01987605884839412,True,Silchar_Sirikona_H (Assam),Hailakandi_kalibari_D (Assam),IND788026AAC → IND788151AAA,0.20246203919949105
IND000000AAQ,IND700028AAB,2,2,6.071428571428571,1.0,85.0,14.0,13.9007,142.0,302.0,0.7071067811865475,2,2,0.005417275156376133,True,Barasat_KrshnNgr_D (West Bengal),CCU_DumDum_DPC (West Bengal),IND000000AAQ → IND700028AAB,0.2024495100351098
IND500008AAD,IND501359AAE,6,6,2.782608695652174,1.0,69.0,23.5,24.7667,529.0,262.5,0.4082482904638631,6,6,0.020181257448753338,True,Hyderabad_Tolichwk_L (Telangana),Hyderabad_Shamshbd_H (Telangana),IND500008AAD → IND501359AAE,0.20239153454242853
IND785112AAC,IND785634AAA,2,2,3.2583333333333333,1.0,95.5,29.0,40.6903,133.0,8.5,0.7071067811865475,2,2,0.0050739267309720115,True,Teok_Wardno3_D (Assam),Mariani_Mainroad_D (Assam),IND785112AAC → IND785634AAA,0.20237876644133523
IND302014AAB,IND302006AAC,22,22,2.1944444444444446,1.0,43.0,21.0,22.9998,712.0,32.5,0.21320071635561041,22,22,0.02716267543197047,True,Jaipur_Central_I_7 (Rajasthan),Jaipur_Central_D_10 (Rajasthan),IND302014AAB → IND302006AAC,0.20234660430749885
IND204101AAA,IND202001AAB,2,2,3.0580357142857144,1.0,94.0,30.0,40.386300000000006,128.0,50.5,0.7071067811865475,2,2,0.0048831776057475,True,Hathras (Uttar Pradesh),Aligarh_KhirByps_I (Uttar Pradesh),IND204101AAA → IND202001AAB,0.2023394644447938
IND410503AAA,IND410505AAB,2,2,4.0613636363636365,1.0,83.5,21.0,31.991149999999998,125.0,24.5,0.7071067811865475,2,2,0.004768728130612793,True,Ambegaon_Manchar_D (Maharashtra),Rajgurunagar_Chakan_D (Maharashtra),IND410503AAA → IND410505AAB,0.20231588324686894
IND788026AAC,IND788121AAA,2,2,4.05,1.0,81.0,20.0,28.34085,122.0,374.0,0.7071067811865475,2,2,0.004654278655478085,True,Silchar_Sirikona_H (Assam),Kabuganj_Jantaclg_D (Assam),IND788026AAC → IND788121AAA,0.2022923020489441
IND784168AAB,IND791111AAC,2,2,3.4400000000000004,1.0,86.0,25.0,36.0466,122.0,19.0,0.7071067811865475,2,2,0.004654278655478085,True,Gohpur_Central_D_1 (Assam),Itanagar_WageDPP_D (Arunachal Pradesh),IND784168AAB → IND791111AAC,0.2022923020489441
IND411048AAA,IND411014AAA,2,2,4.555555555555555,1.0,77.0,17.0,17.3489,120.0,47.5,0.7071067811865475,2,2,0.004577979005388281,True,Pune_East_D_8 (Maharashtra),PNQ Vadgaon Sheri DPC (Maharashtra),IND411048AAA → IND411014AAA,0.20227658125032755
IND673027AAB,IND673104AAA,1,1,5.128571428571429,1.0,359.0,70.0,69.5878,289.0,8.0,1.0,1,1,0.011025299437976777,True,Kozhikode_Feroke_H (Kerala),Vadakara_Mandodi_D (Kerala),IND673027AAB → IND673104AAA,0.20227165540009434
IND000000AFT,IND410206AAA,2,2,3.1011513157894735,1.0,83.5,25.5,26.7707,116.0,35.0,0.7071067811865475,2,2,0.004425379705208672,True,Mumbai_Sanpada_I (Maharashtra),Jasai_JNPT_D (Maharashtra),IND000000AFT → IND410206AAA,0.20224513965309437
IND794101AAA,IND781018AAB,9,9,2.37888198757764,1.0,383.0,163.0,213.1223,1993.0,147.0,0.3333333333333333,9,9,0.07603260131449037,True,Tura_Sracmplx_D (Meghalaya),Guwahati_Hub (Assam),IND794101AAA → IND781018AAB,0.2022373471785903
IND563101AAB,IND560300AAB,1,1,6.163636363636364,1.0,339.0,55.0,63.8641,284.0,279.0,1.0,1,1,0.010834550312752265,True,Kolar_Ambedkar_D (Karnataka),Bangalore_East_I_20 (Karnataka),IND563101AAB → IND560300AAB,0.20223235340355292
IND712602AAA,IND722154AAA,2,2,3.142857142857143,1.0,83.5,26.5,29.11665,114.0,2.0,0.7071067811865475,2,2,0.004349080055118867,True,Arambag_BalibDPP_D (West Bengal),MirzapurWB_VidyaDPP_D (West Bengal),IND712602AAA → IND722154AAA,0.20222941885447782
IND262122AAB,IND244901AAB,4,4,2.7948232323232323,1.0,277.5,102.5,144.23035,786.0,166.5,0.5,4,4,0.029985762485293242,True,Puranpur_MdothdRD_D (Uttar Pradesh),Rampur_RoshnBgh_I (Uttar Pradesh),IND262122AAB → IND244901AAB,0.2022188302826442
IND244901AAB,IND243503AAB,1,1,5.390625,1.0,345.0,64.0,93.31400000000001,281.0,583.0,1.0,1,1,0.010720100837617558,True,Rampur_RoshnBgh_I (Uttar Pradesh),Faridpur_ShjnprRD_D (Uttar Pradesh),IND244901AAB → IND243503AAB,0.20220877220562805
IND390020AAA,IND390022AAA,2,2,4.770588235294118,1.0,68.5,13.5,13.320599999999999,110.0,14.5,0.7071067811865475,2,2,0.004196480754939258,True,Vadodara (Gujarat),Vadodara_Karelibaug_DPC (Gujarat),IND390020AAA → IND390022AAA,0.2021979772572447
IND302014AAA,IND305001AAC,14,14,2.1904761904761907,1.0,269.5,124.0,156.60595,2069.0,206.0,0.2672612419124244,14,14,0.07893198801790295,True,Jaipur_Hub (Rajasthan),Ajmer_FoySGRRD_I (Rajasthan),IND302014AAA → IND305001AAC,0.20219255861547522
IND263153AAB,IND131028AAB,17,17,1.812720848056537,1.0,460.0,259.0,303.79200000000003,3423.0,174.0,0.24253562503633297,17,17,0.13058685112870072,True,Rudrapur_UdhamNgr_H (Uttarakhand),Sonipat_Kundli_H (Haryana),IND263153AAB → IND131028AAB,0.2021812372022684
IND462022AAA,IND462042AAA,2,2,3.5666666666666664,1.0,73.5,20.5,20.461750000000002,106.0,9.5,0.7071067811865475,2,2,0.004043881454759648,True,Bhopal_Trnsport_H (Madhya Pradesh),Bhopal_Kolar Mandakni (Madhya Pradesh),IND462022AAA → IND462042AAA,0.20216653566001153
IND712311AAA,IND000000ACB,11,11,1.3506224066390042,1.0,1986.0,1467.0,1917.843,6711.0,212.0,0.30151134457776363,11,11,0.25602347587633967,True,Kolkata_Dankuni_HB (West Bengal),Gurgaon_Bilaspur_HB (Haryana),IND712311AAA → IND000000ACB,0.20209999748671165
IND395023AAA,IND394221AAA,2,2,4.0133689839572195,1.0,62.5,14.0,14.55975,97.0,526.0,0.7071067811865475,2,2,0.0037005330293555273,True,Surat_HUB (Gujarat),Surat_Pandesra_Gateway (Gujarat),IND395023AAA → IND394221AAA,0.20209579206623696
IND581110AAE,IND577002AAA,4,4,2.8363636363636364,1.0,156.0,55.0,70.69409999999999,563.0,70.5,0.5,4,4,0.02147835150028002,True,Haveri_GuttalRD_D (Karnataka),Davangere_Central_I_1 (Karnataka),IND581110AAE → IND577002AAA,0.20207744242811926
IND400072AAB,IND400011AAA,2,2,3.7058823529411766,1.0,63.0,17.0,21.7556,92.0,59.0,0.7071067811865475,2,2,0.0035097839041310155,True,Mumbai Hub (Maharashtra),LowerParel_CP (Maharashtra),IND400072AAB → IND400011AAA,0.20205649006969556
IND444005AAB,IND000000AAZ,1,1,3.0232558139534884,1.0,390.0,129.0,181.1889,261.0,276.0,1.0,1,1,0.009957104336719511,True,Akola_Gaurkshn_I (Maharashtra),Buldhana_Thsil3PL_D (Maharashtra),IND444005AAB → IND000000AAZ,0.20205156421946235
IND600044AAD,IND603203AAA,2,2,3.908333333333333,1.0,60.5,15.5,19.01405,90.0,19.0,0.7071067811865475,2,2,0.0034334842540412113,True,Chennai_Chrompet_DPC (Tamil Nadu),Chennai_Potheri (Tamil Nadu),IND600044AAD → IND603203AAA,0.202040769271079
IND788026AAC,IND799250AAA,1,1,4.2,1.0,336.0,80.0,114.7827,256.0,255.0,1.0,1,1,0.009766355211495,True,Silchar_Sirikona_H (Assam),Dharmanagr_Ranakant_D (Tripura),IND788026AAC → IND799250AAA,0.20201226222292093
IND201007AAB,IND201007AAA,2,2,4.035714285714286,1.0,56.5,14.0,11.77685,85.0,28.0,0.7071067811865475,2,2,0.003242735128816699,True,Ghaziabad_MohanNgr_C (Uttar Pradesh),GZB_Mohan_Nagar_DPC (Uttar Pradesh),IND201007AAB → IND201007AAA,0.20200146727453755
IND000000AFT,IND400706AAA,2,2,3.511111111111111,1.0,56.0,14.0,14.15335,84.0,22.5,0.7071067811865475,2,2,0.0032045853037717966,True,Mumbai_Sanpada_I (Maharashtra),Mumbai_Nerul_D (Maharashtra),IND000000AFT → IND400706AAA,0.20199360687522927
IND410206AAA,IND000000AFT,13,13,2.533333333333333,1.0,34.0,14.0,18.941200000000002,521.0,31.0,0.2773500981126146,13,13,0.01987605884839412,True,Jasai_JNPT_D (Maharashtra),Mumbai_Sanpada_I (Maharashtra),IND410206AAA → IND000000AFT,0.20199181976375435
IND380005AAA,IND382721AAA,2,2,3.139473684210526,1.0,61.0,19.5,19.3363,83.0,43.5,0.7071067811865475,2,2,0.003166435478726895,True,Amd_Chandkheda_Dc (Gujarat),Gandhinagar_Kalol_DC (Gujarat),IND380005AAA → IND382721AAA,0.201985746475921
IND600008AAC,IND600013AAA,2,2,4.55,1.0,50.5,11.0,12.08535,79.0,57.5,0.7071067811865475,2,2,0.0030138361785472852,True,Chennai_Egmore_DPC (Tamil Nadu),Chennai_Royapuram (Tamil Nadu),IND600008AAC → IND600013AAA,0.20195430487868785
IND400706AAA,IND000000AFT,2,2,4.712121212121212,1.0,47.5,10.0,10.32765,75.0,34.5,0.7071067811865475,2,2,0.002861236878367676,True,Mumbai_Nerul_D (Maharashtra),Mumbai_Sanpada_I (Maharashtra),IND400706AAA → IND000000AFT,0.2019228632814547
IND712602AAA,IND712311AAA,1,1,5.206896551724138,1.0,302.0,58.0,61.4109,244.0,565.0,1.0,1,1,0.00930855731095617,True,Arambag_BalibDPP_D (West Bengal),Kolkata_Dankuni_HB (West Bengal),IND712602AAA → IND712311AAA,0.20191793743122152
IND370001AAA,IND370201AAA,1,1,6.627906976744186,1.0,285.0,43.0,53.6108,242.0,47.0,1.0,1,1,0.009232257660866367,True,Bhuj_DC (Gujarat),Gandhidham_Sector1A_IP (Gujarat),IND370001AAA → IND370201AAA,0.20190221663260494
IND275101AAA,IND275503AAA,2,2,4.136363636363637,1.0,45.5,11.0,15.9229,69.0,36.0,0.7071067811865475,2,2,0.0026323379280982617,True,Mau_BaliaMod_D (Uttar Pradesh),Ghosi_Jamalpur_D (Uttar Pradesh),IND275101AAA → IND275503AAA,0.201875700885605
IND785001AAA,IND798601AAA,1,1,4.25,1.0,306.0,72.0,103.5959,234.0,123.0,1.0,1,1,0.008927059060507149,True,Jorhat_RicMilRd_D (Assam),Mokokchung_Central_D_1 (Nagaland),IND785001AAA → IND798601AAA,0.20183933343813867
IND781354AAA,IND781335AAA,2,2,3.1333333333333333,1.0,47.0,15.0,19.553350000000002,64.0,6.5,0.7071067811865475,2,2,0.00244158880287375,True,Rangia_HosptlRd_D (Assam),Nalbari_Bhgtpura_D (Assam),IND781354AAA → IND781335AAA,0.20183639888906357
IND713205AAB,IND722101AAB,1,1,5.62,1.0,281.0,50.0,52.231300000000005,231.0,22.0,1.0,1,1,0.008812609585372442,True,Durgapur_Central_I_1 (West Bengal),Bankura_NapitDPP_D (West Bengal),IND713205AAB → IND722101AAB,0.2018157522402138
IND501301AAC,IND500039AAC,2,2,3.416666666666667,1.0,41.0,12.0,14.886050000000001,58.0,20.5,0.7071067811865475,2,2,0.002212689852604336,True,Ghatkesar_Central_D_1 (Telangana),Hyderabad_Uppal_I (Telangana),IND501301AAC → IND500039AAC,0.20178923649321387
IND174103AAA,IND160002AAC,6,6,2.7384615384615385,1.0,178.0,65.0,68.58755000000001,669.0,36.0,0.4082482904638631,6,6,0.025522232955039668,True,Baddi_ByePass_D (Himachal Pradesh),Chandigarh_Mehmdpur_H (Punjab),IND174103AAA → IND160002AAC,0.2017793852097448
IND444303AAA,IND444203AAA,2,2,3.242424242424242,1.0,37.0,11.5,16.9471,51.0,35.5,0.7071067811865475,2,2,0.0019456410772900196,True,Khamgaon_WamanDPP_D (Maharashtra),Shegaon_SChwkDPP_D (Maharashtra),IND444303AAA → IND444203AAA,0.2017342136980559
IND221313AAA,IND221010AAA,2,2,4.517857142857142,1.0,32.5,7.5,10.71855,50.0,70.5,0.7071067811865475,2,2,0.001907491252245117,True,Varanasi_Central_H_4 (Uttar Pradesh),Varanasi (Uttar Pradesh),IND221313AAA → IND221010AAA,0.2017263532987476
IND695101AAB,IND695012AAA,1,1,4.573770491803279,1.0,279.0,61.0,60.655300000000004,218.0,27.0,1.0,1,1,0.008316661859788712,True,Attingal_Central_D_2 (Kerala),Trivandrum_Mnanthla_H (Kerala),IND695101AAB → IND695012AAA,0.20171356704920612
IND505001AAB,IND505209AAA,7,7,2.7083333333333335,1.0,130.0,45.0,63.497299999999996,639.0,55.0,0.3779644730092272,7,7,0.024377738203692597,True,Karimnagar_KamnHbRD_I (Telangana),Ramagundam_Pdmavati_D (Telangana),IND505001AAB → IND505209AAA,0.20170813998558024
IND121002AAA,IND121004AAB,1,1,10.0,1.0,229.0,12.0,11.2338,217.0,36.0,1.0,1,1,0.008278512034743809,True,Faridabad_Old (Haryana),FBD_Balabhgarh_DPC (Haryana),IND121002AAA → IND121004AAB,0.20170570664989784
IND205001AAB,IND283203AAA,1,1,4.689655172413793,1.0,272.0,58.0,66.034,214.0,105.0,1.0,1,1,0.008164062559609102,True,Mainpuri_Agraroad_I (Uttar Pradesh),Firozabad_Sudmpuri_D (Uttar Pradesh),IND205001AAB → IND283203AAA,0.20168212545197298
IND000000AAZ,IND444203AAA,1,1,3.7532467532467533,1.0,289.0,77.0,109.3067,212.0,33.0,1.0,1,1,0.008087762909519297,True,Buldhana_Thsil3PL_D (Maharashtra),Shegaon_SChwkDPP_D (Maharashtra),IND000000AAZ → IND444203AAA,0.2016664046533564
IND842001AAA,IND843320AAA,1,1,3.0927835051546393,1.0,300.0,97.0,111.5779,203.0,39.0,1.0,1,1,0.007744414484115176,True,Muzaffrpur_Bbganj_I (Bihar),Pupri_SngihiRD_D (Bihar),IND842001AAA → IND843320AAA,0.20159566105958182
IND505326AAB,IND505001AAB,1,1,4.389830508474576,1.0,259.0,59.0,63.4686,200.0,44.0,1.0,1,1,0.007629965008980468,True,IND505326AAB,Karimnagar_KamnHbRD_I (Telangana),IND505326AAB → IND505001AAB,0.20157207986165698
IND462022AAA,IND466001AAA,14,14,2.384159719175077,1.0,122.5,53.0,57.6321,1034.0,47.0,0.2672612419124244,14,14,0.03944691909642902,True,Bhopal_Trnsport_H (Madhya Pradesh),Sehore_Mangalam_D (Madhya Pradesh),IND462022AAA → IND466001AAA,0.20157063049644341
IND533106AAA,IND534260AAC,5,5,2.7837837837837838,1.0,206.0,74.0,67.05350000000001,585.0,45.0,0.4472135954999579,5,5,0.022317647651267872,True,Rajamundry_AtoNgrRd_I (Andhra Pradesh),Palakollu_CroadDPP_D (Andhra Pradesh),IND533106AAA → IND534260AAC,0.20154396888580953
IND274001AAA,IND273014AAB,1,1,5.780487804878049,1.0,237.0,41.0,58.34310000000001,196.0,78.0,1.0,1,1,0.00747736570880086,True,Deoria_CCRoad_D (Uttar Pradesh),Gorakhpur_Matriprm_IP (Uttar Pradesh),IND274001AAA → IND273014AAB,0.20154063826442384
IND600008AAC,IND600056AAB,15,15,2.3513513513513513,1.0,87.0,37.0,45.189800000000005,1017.0,25.0,0.2581988897471611,15,15,0.038798372070665686,True,Chennai_Egmore_DPC (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu),IND600008AAC → IND600056AAB,0.201497598634581
IND713130AAA,IND741126AAB,1,1,3.6666666666666665,1.0,253.0,69.0,81.7059,184.0,52.0,1.0,1,1,0.007019567808262031,True,Katwa_BSarani_D (West Bengal),Nakashipara_MaxDPP_D (West Bengal),IND713130AAA → IND741126AAB,0.20144631347272443
IND854311AAA,IND854326AAB,1,1,6.548387096774194,1.0,203.0,31.0,45.025999999999996,172.0,50.0,1.0,1,1,0.006561769907723203,True,Araria_Wardn13_D (Bihar),Purnia_Central_H_2 (Bihar),IND854311AAA → IND854326AAB,0.201351988681025
IND562132AAA,IND560002AAA,25,25,2.2093023255813953,0.92,75.0,27.0,25.897100000000002,1021.0,68.0,0.2,23,23,0.03895097137084529,True,Bangalore_Nelmngla_H (Karnataka),Bengaluru_KHRoad_I (Karnataka),IND562132AAA → IND560002AAA,0.20135185101372677
IND571105AAA,IND571114AAA,1,1,7.576923076923077,1.0,197.0,26.0,29.8354,171.0,12.0,1.0,1,1,0.0065236200826783,True,Hunsur_RatnaDPP_D (Karnataka),HDKote_BegurRD_D (Karnataka),IND571105AAA → IND571114AAA,0.20134412828171672
IND785682AAA,IND785690AAB,2,2,2.968070652173913,1.0,117.5,39.0,53.92775,157.0,42.0,0.7071067811865475,2,2,0.005989522532049668,True,Sivasagar_Babupaty_D (Assam),Sonari_Central_DPP_1 (Assam),IND785682AAA → IND785690AAB,0.2013287775314807
IND313001AAB,IND382430AAB,14,14,1.9822042730588847,1.0,405.0,205.0,294.2271,2986.0,84.5,0.2672612419124244,14,14,0.1139153775840784,True,Udaipur_Mangri_I (Rajasthan),Ahmedabad_East_H_1 (Gujarat),IND313001AAB → IND382430AAB,0.2013210307434321
IND531001AAA,IND530012AAA,1,1,8.636363636363637,1.0,190.0,22.0,24.7421,168.0,15.0,1.0,1,1,0.006409170607543593,True,Anakapalle_Kothuru_D (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND531001AAA → IND530012AAA,0.20132054708379188
IND813102AAA,IND813203AAA,1,1,3.515151515151515,1.0,232.0,66.0,77.41900000000001,166.0,28.0,1.0,1,1,0.00633287095745379,True,Banka_Wardno6_D (Bihar),Kahalgaon_NdiaTola_D (Bihar),IND813102AAA → IND813203AAA,0.2013048262851753
IND431603AAA,IND431401AAA,1,1,4.333333333333333,1.0,208.0,48.0,60.0424,160.0,2.0,1.0,1,1,0.0061039720071843755,True,Nanded_Aswningr_I (Maharashtra),Parbhani_Rjndrngr_D (Maharashtra),IND431603AAA → IND431401AAA,0.2012576638893256
IND521225AAB,IND521165AAA,1,1,3.532258064516129,1.0,219.0,62.0,85.5972,157.0,1000.0,1.0,1,1,0.005989522532049668,True,Vijayawada_Rynapadu_H (Andhra Pradesh),Vuyyuru_BhogdDPP_D (Andhra Pradesh),IND521225AAB → IND521165AAA,0.20123408269140075
IND000000ACB,IND301705AAA,1,1,3.75,1.0,210.0,56.0,62.9226,154.0,207.0,1.0,1,1,0.005875073056914961,True,Gurgaon_Bilaspur_HB (Haryana),Neemrana_Rcocmplx_D (Rajasthan),IND000000ACB → IND301705AAA,0.20121050149347589
IND712310AAE,IND711303AAA,18,18,2.224747474747475,1.0,97.5,45.0,57.670700000000004,1090.0,56.5,0.23570226039551587,18,18,0.041583309298943556,True,Kolkata_North_I_4 (West Bengal),Bagnan_Harop_D (West Bengal),IND712310AAE → IND711303AAA,0.20116005050203886
IND562125AAA,IND000000ACS,1,1,7.125,1.0,171.0,24.0,16.7946,147.0,57.0,1.0,1,1,0.005608024281600644,True,Bengaluru_Sarjapur_D (Karnataka),BLR_HSR_Layout_PC (Karnataka),IND562125AAA → IND000000ACS,0.2011554786983179
IND263153AAB,IND244713AAA,1,1,3.8076923076923075,1.0,198.0,52.0,55.512100000000004,146.0,39.0,1.0,1,1,0.005569874456555743,True,Rudrapur_UdhamNgr_H (Uttarakhand),Kashipur_Vaishali_D (Uttarakhand),IND263153AAB → IND244713AAA,0.2011476182990096
IND635207AAA,IND635802AAB,1,1,3.5272727272727273,1.0,194.0,55.0,70.8822,139.0,16.0,1.0,1,1,0.005302825681241426,True,Uthangarai_RgstrOFC_D (Tamil Nadu),Ambur_Central_D_2 (Tamil Nadu),IND635207AAA → IND635802AAB,0.2010925955038516
IND396191AAC,IND421302AAG,8,8,2.471082621082621,1.0,327.5,135.5,158.7472,1558.0,74.5,0.35355339059327373,8,8,0.059437427419957854,True,Vapi_IndEstat_I (Gujarat),Bhiwandi_Mankoli_HB (Maharashtra),IND396191AAC → IND421302AAG,0.20106148885970837
IND742202AAA,IND732103AAA,1,1,4.722222222222222,1.0,170.0,36.0,51.188500000000005,134.0,50.0,1.0,1,1,0.005112076556016914,True,Dhulian_RatanDPP_D (West Bengal),Malda_krshnPly_DC (West Bengal),IND742202AAA → IND732103AAA,0.2010532935073102
IND573116AAA,IND571426AAA,1,1,5.586206896551724,1.0,162.0,29.0,32.2457,133.0,33.0,1.0,1,1,0.0050739267309720115,True,Channaraya_patna_D (Karnataka),Krishnarajpet_MuruPost_D (Karnataka),IND573116AAA → IND571426AAA,0.20104543310800188
IND477001AAA,IND474003AAA,1,1,3.490566037735849,1.0,185.0,53.0,76.084,132.0,493.0,1.0,1,1,0.005035776905927109,True,Bhind_BhrolDPP_D (Madhya Pradesh),Gwalior_HrihrNgr_I (Madhya Pradesh),IND477001AAA → IND474003AAA,0.2010375727086936
IND621112AAA,IND620012AAA,1,1,6.458333333333333,1.0,155.0,24.0,22.6467,131.0,12.0,1.0,1,1,0.004997627080882207,True,Tiruchi_Samyaprm_D (Tamil Nadu),Tiruchi_Manikndm_H (Tamil Nadu),IND621112AAA → IND620012AAA,0.20102971230938532
IND509124AAA,IND518002AAA,1,1,3.064516129032258,1.0,190.0,62.0,83.5384,128.0,217.0,1.0,1,1,0.0048831776057475,True,JoguGadwal_ColctrOf_D (Telangana),Kurnool_AbbasNgr_I (Andhra Pradesh),IND509124AAA → IND518002AAA,0.20100613111146048
IND742149AAA,IND742225AAA,1,1,4.315789473684211,1.0,164.0,38.0,54.9441,126.0,53.0,1.0,1,1,0.0048068779556576955,True,Murshidabad_Sirjudol_D (West Bengal),Ragunthgnj_GopalDPP_D (West Bengal),IND742149AAA → IND742225AAA,0.2009904103128439
IND854326AAB,IND854334AAA,1,1,3.6382978723404253,1.0,171.0,47.0,67.3786,124.0,165.0,1.0,1,1,0.0047305783055678905,True,Purnia_Central_H_2 (Bihar),Raniganj_Central_DPP_1 (Bihar),IND854326AAB → IND854334AAA,0.20097468951422734
IND754142AAA,IND754211AAA,2,2,2.9696296296296296,1.0,76.5,26.0,37.515950000000004,101.0,29.5,0.7071067811865475,2,2,0.0038531323295351366,True,Paradip_Udyabata_D (Orissa),Kendrpara_Kapleswr_D (Orissa),IND754142AAA → IND754211AAA,0.20094907274392987
IND700136AAB,IND712311AAA,1,1,4.428571428571429,1.0,155.0,35.0,31.7085,120.0,187.0,1.0,1,1,0.004577979005388281,True,CCU_Hub (West Bengal),Kolkata_Dankuni_HB (West Bengal),IND700136AAB → IND712311AAA,0.2009432479169942
IND632301AAA,IND632006AAA,1,1,4.636363636363637,1.0,153.0,33.0,41.1081,120.0,383.0,1.0,1,1,0.004577979005388281,True,Arani_KrthiKyn_D (Tamil Nadu),Vellore_GndhiNgr_IP (Tamil Nadu),IND632301AAA → IND632006AAA,0.2009432479169942
IND641062AAD,IND641001AAA,3,3,2.9166666666666665,1.0,105.0,36.0,38.433099999999996,192.0,96.0,0.5773502691896258,3,3,0.0073247664086212505,True,Coimbatore_Karayam_H (Tamil Nadu),Coimbatore_Ukkadam_D (Tamil Nadu),IND641062AAD → IND641001AAA,0.20094310471316773
IND173212AAA,IND174103AAA,1,1,3.375,1.0,162.0,48.0,58.7798,114.0,34.0,1.0,1,1,0.004349080055118867,True,Solan_MohanPrk_D (Himachal Pradesh),Baddi_ByePass_D (Himachal Pradesh),IND173212AAA → IND174103AAA,0.2008960855211445
IND122001AAA,IND122050AAA,1,1,4.892857142857143,1.0,137.0,28.0,25.4459,109.0,126.0,1.0,1,1,0.004158330929894356,True,GGN_DPC (Haryana),Gurgaon_Manesar (Haryana),IND122001AAA → IND122050AAA,0.20085678352460307
IND842001AAA,IND848101AAA,1,1,4.114285714285714,1.0,144.0,35.0,52.4093,109.0,58.0,1.0,1,1,0.004158330929894356,True,Muzaffrpur_Bbganj_I (Bihar),Samastipur_Haripur_D (Bihar),IND842001AAA → IND848101AAA,0.20085678352460307
IND424006AAA,IND423105AAA,1,1,4.205882352941177,1.0,143.0,34.0,47.7911,109.0,5.0,1.0,1,1,0.004158330929894356,True,Dhule_MIDCAvdn_I (Maharashtra),Malegaon_Rawlgaon_D (Maharashtra),IND424006AAA → IND423105AAA,0.20085678352460307
IND110037AAM,IND125001AAA,1,1,2.9502762430939224,1.0,534.0,181.0,200.4773,353.0,306.0,1.0,1,1,0.013466888240850527,True,Delhi_Airport_H (Delhi),Hisar_ModelTwn_P (Haryana),IND110037AAM → IND125001AAA,0.20084578211033016
IND686028AAB,IND686632AAA,1,1,6.095238095238095,1.0,128.0,21.0,21.2599,107.0,271.0,1.0,1,1,0.004082031279804551,True,Kottayam_Central_H_1 (Kerala),Kothanalloor_Majoor_D (Kerala),IND686028AAB → IND686632AAA,0.2008410627259865
IND233001AAA,IND275503AAA,1,1,3.5365853658536586,1.0,145.0,41.0,59.8165,104.0,39.0,1.0,1,1,0.003967581804669843,True,Ghazipur_Kaithwal_D (Uttar Pradesh),Ghosi_Jamalpur_D (Uttar Pradesh),IND233001AAA → IND275503AAA,0.20081748152806164
IND530043AAA,IND530012AAA,1,1,5.681818181818182,1.0,125.0,22.0,25.097700000000003,103.0,45.0,1.0,1,1,0.003929431979624941,True,Visakhapatnam_VislkNgr_DC (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),IND530043AAA → IND530012AAA,0.20080962112875334
IND400072AAI,IND000000AFS,1,1,9.416666666666666,1.0,113.0,12.0,14.7276,101.0,1280.0,1.0,1,1,0.0038531323295351366,True,Mumbai_Chndivli_D (Maharashtra),Mumbai_Skynet_INT (Maharashtra),IND400072AAI → IND000000AFS,0.20079390033013678
