source_center,destination_center,route_type,time_bucket,edge_observations,unique_trips,median_delay_ratio,median_actual_minutes,median_osrm_minutes,breach_rate,excess_minutes,fallback_delay_ratio,delay_ratio_weight
IND603001AAA,IND603301AAA,Carting,night,13,13,1.5151515151515151,49.0,33.0,0.6923076923076923,225.0,2.125,1.88475665748393
IND603102AAA,IND600056AAB,FTL,night,12,12,1.8656716417910446,125.0,67.0,1.0,793.0,1.8226866738120757,1.8388060368041892
IND603203AAA,IND600044AAD,Carting,afternoon,2,2,2.9138655462184877,44.5,15.5,1.0,58.0,2.234668335419274,2.2964135364010207
IND603203AAA,IND600044AAD,Carting,morning,5,5,2.526315789473684,47.0,17.0,1.0,155.0,2.2,2.265263157894737
IND603203AAA,IND600044AAD,Carting,night,6,6,3.0952380952380953,57.5,18.0,1.0,216.0,2.125,2.348901098901099
IND603203AAA,IND600048AAA,Carting,morning,1,1,1.6666666666666667,20.0,12.0,1.0,8.0,2.2,2.1746031746031744
IND603301AAA,IND600044AAD,Carting,night,14,14,2.285093896713615,135.5,61.0,1.0,1134.0,2.125,2.1909210162938413
IND604303AAA,IND603102AAA,FTL,night,4,4,1.9736842105263157,75.0,38.0,1.0,151.0,1.8226866738120757,1.8478529299311157
IND605010AAB,IND600056AAB,FTL,night,3,3,1.7322834645669292,220.0,128.0,1.0,262.0,1.8226866738120757,1.8108949508670567
IND605010AAB,IND604303AAA,FTL,night,4,4,1.428141308711361,72.5,50.0,0.5,113.0,1.8226866738120757,1.7569291129619566
IND605010AAB,IND607001AAA,FTL,night,12,12,1.7413793103448276,50.5,29.0,1.0,262.0,1.8226866738120757,1.7921964125118577
IND605601AAA,IND600056AAB,FTL,afternoon,6,6,1.6325048614487119,206.5,123.0,1.0,475.0,1.7676767676767677,1.7364832508549088
IND605601AAA,IND607106AAA,Carting,night,14,14,2.1406926406926408,46.0,21.5,1.0,354.0,2.125,2.1314616755793225
IND605601AAA,IND636102AAA,FTL,night,6,6,1.267818339852238,149.0,118.0,0.6666666666666666,218.0,1.8226866738120757,1.6946401352059595
IND606003AAA,IND606105AAA,Carting,morning,4,4,1.6818181818181817,20.5,12.5,1.0,33.0,2.2,2.1136363636363638
IND606003AAA,IND606105AAA,Carting,night,10,10,1.7032967032967032,23.5,14.0,1.0,95.0,2.125,1.9844322344322345
IND606105AAA,IND606201AAC,Carting,morning,14,14,1.345771144278607,89.0,67.0,1.0,337.0,2.2,1.8482587064676617
IND606201AAC,IND605601AAA,Carting,morning,15,15,1.4083333333333334,168.0,120.0,1.0,687.0,2.2,1.8607142857142858
IND606801AAB,IND632006AAA,FTL,night,13,13,2.3773584905660377,130.0,55.0,1.0,1106.0,1.8226866738120757,2.041193753139394
IND606803AAA,IND606801AAB,FTL,night,13,13,1.3478260869565217,31.0,23.0,0.9230769230769231,116.0,1.8226866738120757,1.635620382020494
IND607001AAA,IND608001AAA,FTL,night,11,11,1.9259259259259258,53.0,27.0,1.0,327.0,1.8226866738120757,1.8593199568202161
IND607106AAA,IND607801AAA,Carting,night,14,14,2.303030303030303,25.5,11.0,1.0,231.0,2.125,2.1983065953654193
IND607801AAA,IND606003AAA,Carting,night,15,15,2.217391304347826,50.0,22.0,0.9333333333333333,464.0,2.125,2.1645962732919255
IND608001AAA,IND609110AAA,FTL,night,7,7,2.7333333333333334,41.0,16.0,1.0,170.0,1.8226866738120757,2.0587802522064758
IND608301AAA,IND639104AAB,FTL,morning,1,1,2.0,232.0,116.0,1.0,116.0,1.8750586854460094,1.8810082718533425
IND608301AAA,IND639104AAB,FTL,night,15,15,1.7777777777777777,208.0,116.0,1.0,1411.0,1.8226866738120757,1.803440004083091
IND609001AAA,IND614018AAA,FTL,night,12,12,1.8969038208168643,129.0,67.5,1.0,793.0,1.8226866738120757,1.8505181039388714
IND609110AAA,IND609602AAA,FTL,morning,6,6,1.8571428571428572,52.5,28.5,1.0,159.0,1.8750586854460094,1.8709242635298973
IND609110AAA,IND609602AAA,FTL,night,2,2,2.105295566502463,60.0,28.5,1.0,63.0,1.8226866738120757,1.8483783913293836
IND609602AAA,IND611001AAA,FTL,morning,11,11,3.111111111111111,51.0,16.0,1.0,374.0,1.8750586854460094,2.313657933262659
IND610001AAA,IND605010AAB,FTL,morning,10,10,2.1219512195121952,261.0,123.0,1.0,1368.0,1.8750586854460094,1.9573561968014048
IND610001AAA,IND614715AAA,Carting,afternoon,2,2,1.9130434782608696,44.0,23.0,1.0,42.0,2.234668335419274,2.205429712041237
IND610001AAA,IND614715AAA,Carting,morning,15,15,1.72,43.0,24.0,1.0,260.0,2.2,1.9942857142857142
IND611001AAA,IND610001AAA,FTL,morning,10,10,2.34375,38.5,17.0,1.0,247.0,1.8750586854460094,2.031289123630673
IND614018AAA,IND613104AAA,FTL,morning,4,4,2.2051431911163064,129.0,61.0,1.0,275.0,1.8750586854460094,1.9300727697243925
IND614018AAA,IND613104AAA,FTL,night,6,6,1.731060606060606,112.5,64.5,1.0,297.0,1.8226866738120757,1.8015421966386596
IND614602AAA,IND614804AAA,FTL,night,16,16,1.5,36.0,24.0,1.0,205.0,1.8226866738120757,1.6792703743400421
IND614616AAA,IND630002AAA,FTL,night,16,16,1.5071428571428571,53.5,35.0,1.0,299.0,1.8226866738120757,1.6824449775146453
IND614620AAA,IND630561AAA,Carting,night,16,16,2.0076604554865423,140.0,70.0,1.0,1129.0,2.125,2.072849091327352
IND614715AAA,IND614809AAA,Carting,afternoon,2,2,1.2696886446886446,59.0,47.0,0.5,24.0,2.234668335419274,2.146942908989217
IND614715AAA,IND614809AAA,Carting,morning,15,15,1.1346153846153846,56.0,50.0,0.3333333333333333,99.0,2.2,1.7434065934065934
IND614804AAA,IND614616AAA,FTL,night,16,16,1.2962962962962963,34.5,27.0,0.5625,110.0,1.8226866738120757,1.5887353949161738
IND614809AAA,IND610001AAA,Carting,afternoon,5,5,1.3181818181818181,95.0,75.0,1.0,139.0,2.234668335419274,2.0513710319717826
IND614809AAA,IND610001AAA,Carting,morning,12,12,1.375404858299595,96.0,73.0,0.9166666666666666,316.0,2.2,1.8907768218623482
IND620020AAA,IND621112AAA,Carting,morning,12,12,1.7211538461538463,22.0,13.0,1.0,123.0,2.2,2.0204326923076925
IND620020AAA,IND621112AAA,Carting,night,13,13,2.090909090909091,23.0,12.0,1.0,171.0,2.125,2.1115702479338845
IND621010AAA,IND621212AAA,FTL,night,16,16,1.5,51.0,35.0,1.0,328.0,1.8226866738120757,1.6792703743400421
IND621112AAA,IND620012AAA,Carting,morning,1,1,6.458333333333333,155.0,24.0,1.0,131.0,2.2,2.4027777777777777
IND621211AAA,IND621010AAA,FTL,late_evening,11,11,1.5,33.0,22.0,1.0,142.0,1.8333333333333333,1.7150537634408602
IND621211AAA,IND621010AAA,FTL,night,4,4,1.5892857142857144,32.5,21.0,1.0,50.0,1.8226866738120757,1.7837865138910154
IND621212AAA,IND621704AAA,FTL,night,16,16,1.5553359683794468,35.5,22.5,1.0,240.0,1.8226866738120757,1.7038641380642408
IND621306AAA,IND625106AAA,FTL,morning,12,12,1.3148474178403755,96.0,72.5,0.6666666666666666,291.0,1.8750586854460094,1.6649794600938967
IND621704AAA,IND621802AAA,FTL,night,17,17,1.1346153846153846,61.0,54.0,0.23529411764705882,135.0,1.8226866738120757,1.5065458112081906
IND621802AAA,IND608301AAA,FTL,night,10,10,2.5555555555555554,44.0,17.0,1.0,256.0,1.8226866738120757,2.0669763010599023
IND621802AAA,IND621212AAA,FTL,night,2,2,1.5843406593406593,95.5,61.0,1.0,69.0,1.8226866738120757,1.8010188543146741
IND622407AAA,IND622001AAA,FTL,morning,1,1,1.7027027027027026,63.0,37.0,1.0,26.0,1.8750586854460094,1.8668512576963283
IND622407AAA,IND622001AAA,FTL,night,13,13,1.3888888888888888,50.0,36.0,0.8461538461538461,180.0,1.8226866738120757,1.651796637327184
IND623315AAB,IND614620AAA,Carting,night,15,15,1.5862068965517242,45.0,29.0,1.0,257.0,2.125,1.894088669950739
IND623407AAA,IND623315AAB,Carting,night,15,15,1.0833333333333333,26.0,24.0,0.06666666666666667,42.0,2.125,1.6785714285714286
IND623503AAA,IND623526AAA,FTL,night,7,7,0.9142857142857143,64.0,71.0,0.0,2.0,1.8226866738120757,1.587175313934871
IND623526AAA,IND623704AAA,FTL,night,8,8,1.015625,131.0,130.0,0.0,48.0,1.8226866738120757,1.5920976241514828
IND623701AAA,IND623503AAA,FTL,late_evening,1,1,1.0961538461538463,57.0,52.0,0.0,5.0,1.8333333333333333,1.798229548229548
IND623701AAA,IND623503AAA,FTL,night,6,6,1.0196078431372548,52.0,51.0,0.16666666666666666,36.0,1.8226866738120757,1.637360789810194
IND623704AAA,IND626607AAB,FTL,morning,6,6,1.3044917257683215,60.0,46.5,1.0,85.0,1.8750586854460094,1.7433893870588508
IND623704AAA,IND626607AAB,FTL,night,1,1,1.1224489795918366,55.0,49.0,0.0,6.0,1.8226866738120757,1.7893420217063503
IND624001AAA,IND624619AAA,FTL,night,11,11,1.5384615384615385,40.0,27.0,0.8181818181818182,146.0,1.8226866738120757,1.7218325935264014
IND624001AAA,IND624703AAA,FTL,night,2,2,1.2857142857142856,45.0,35.0,0.5,20.0,1.8226866738120757,1.773871002166822
IND624001AAA,IND625008AAA,FTL,afternoon,9,9,1.3958333333333333,68.0,49.0,1.0,205.0,1.7676767676767677,1.6522770811563916
IND624101AAA,IND624202AAA,FTL,night,10,10,0.7119918699186991,86.5,119.5,0.0,29.0,1.8226866738120757,1.4524550725142835
IND624202AAA,IND625218AAA,FTL,morning,11,11,1.5217391304347827,35.0,23.0,1.0,132.0,1.8750586854460094,1.749687230442026
IND624601AAA,IND624001AAA,FTL,night,2,2,4.467948717948718,236.5,53.0,1.0,367.0,1.8226866738120757,2.0631650414608615
IND624601AAA,IND624101AAA,FTL,night,15,15,0.7720588235294118,105.0,134.0,0.0,0.0,1.8226866738120757,1.3724175951195057
IND624619AAA,IND624601AAA,FTL,night,10,10,1.313076923076923,34.0,25.5,0.8,76.0,1.8226866738120757,1.6528167569003582
IND624703AAA,IND624619AAA,FTL,night,1,1,1.2352941176470589,63.0,51.0,1.0,12.0,1.8226866738120757,1.7947155997089799
IND625008AAA,IND625516AAA,FTL,late_evening,1,1,1.25,150.0,120.0,1.0,30.0,1.8333333333333333,1.8055555555555554
IND625008AAA,IND626123AAA,FTL,afternoon,1,1,1.872340425531915,88.0,47.0,1.0,41.0,1.7676767676767677,1.772660751384156
IND625008AAA,IND626123AAA,FTL,evening,16,16,1.8265306122448979,87.5,48.5,1.0,663.0,1.7703025992499675,1.7952928272477147
IND625008AAA,IND685514AAA,FTL,late_evening,1,1,1.4910179640718564,249.0,167.0,1.0,82.0,1.8333333333333333,1.8170326014637392
IND625106AAA,IND625008AAA,FTL,morning,13,13,1.7555555555555555,77.0,43.0,1.0,388.0,1.8750586854460094,1.8279816948831034
IND625218AAA,IND624703AAA,FTL,morning,1,1,2.2083333333333335,212.0,96.0,1.0,116.0,1.8750586854460094,1.8909289067739774
IND625516AAA,IND685514AAA,FTL,night,7,7,1.934782608695652,89.0,47.0,1.0,294.0,1.8226866738120757,1.8517485828559659
IND625531AAA,IND625516AAA,FTL,night,7,7,1.2826086956521738,59.0,45.0,1.0,94.0,1.8226866738120757,1.6826664572521013
IND625532AAA,IND625531AAA,FTL,night,6,6,1.5174081237911023,69.0,45.5,1.0,127.0,1.8226866738120757,1.7522377776533895
IND625532AAA,IND685514AAA,FTL,night,1,1,1.6846153846153846,219.0,130.0,1.0,89.0,1.8226866738120757,1.8161118505169953
IND626117AAA,IND626138AAA,FTL,night,9,9,1.24,32.0,25.0,0.6666666666666666,54.0,1.8226866738120757,1.6418528784910869
IND626123AAA,IND627756AAA,FTL,night,17,17,1.5333333333333334,92.0,60.0,1.0,559.0,1.8226866738120757,1.6897405444029239
IND626138AAA,IND625008AAA,FTL,night,16,16,1.4930478309232482,89.5,60.0,0.9375,520.0,1.8226866738120757,1.6761805214170413
IND626607AAB,IND625008AAA,FTL,morning,6,6,1.409288824383164,74.0,53.0,1.0,132.0,1.8750586854460094,1.767573332893045
IND626607AAB,IND625008AAA,FTL,night,1,1,1.5,87.0,58.0,1.0,29.0,1.8226866738120757,1.8073206417257865
IND627005AAA,IND627117AAA,FTL,late_evening,11,11,1.675,67.0,40.0,1.0,324.0,1.8333333333333333,1.7771505376344086
IND627005AAA,IND627811AAA,FTL,late_evening,7,7,1.1012658227848102,87.0,78.0,0.42857142857142855,124.0,1.8333333333333333,1.643538052820753
IND627005AAA,IND627811AAA,FTL,night,3,3,0.96,73.0,77.0,0.0,6.0,1.8226866738120757,1.710162325053979
IND627005AAA,IND628801AAA,Carting,late_evening,16,16,1.2051431911163062,70.0,58.0,0.5625,270.0,1.8148148148148149,1.5438496487265887
IND627005AAA,IND628801AAA,Carting,night,1,1,1.105263157894737,63.0,57.0,0.0,6.0,2.125,2.0764411027568923
IND627005AAA,IND629001AAA,FTL,late_evening,1,1,2.073529411764706,141.0,68.0,1.0,73.0,1.8333333333333333,1.844771241830065
IND627117AAA,IND629001AAA,FTL,night,11,11,2.0,62.0,32.0,1.0,362.0,1.8226866738120757,1.8856043056852103
IND627401AAA,IND627005AAA,FTL,night,13,13,2.2777777777777777,80.0,36.0,1.0,600.0,1.8226866738120757,2.001964987495534
IND627657AAA,IND628613AAA,Carting,night,16,16,1.0588235294117647,36.0,34.0,0.0625,39.0,2.125,1.651143790849673
IND627756AAA,IND626117AAA,FTL,night,17,17,1.7142857142857142,48.0,28.0,1.0,356.0,1.8226866738120757,1.772880827543207
IND627811AAA,IND627401AAA,FTL,night,10,10,1.5483870967741935,48.0,31.0,0.9,210.0,1.8226866738120757,1.7312534814661151
IND628204AAA,IND627657AAA,Carting,night,17,17,1.2142857142857142,51.0,42.0,0.5882352941176471,187.0,2.125,1.7065637065637065
IND628613AAA,IND627005AAA,Carting,night,14,14,1.1689226266691055,83.0,71.0,0.35714285714285715,226.0,2.125,1.7313210815696316
IND628801AAA,IND628204AAA,Carting,night,17,17,1.5,24.0,16.0,1.0,142.0,2.125,1.837837837837838
IND629179AAA,IND627005AAA,FTL,night,11,11,2.0434782608695654,196.0,95.0,1.0,1226.0,1.8226866738120757,1.901032075671185
IND630002AAA,IND622407AAA,FTL,night,14,14,1.34,67.0,50.0,1.0,252.0,1.8226866738120757,1.6239333375365153
IND630561AAA,IND623407AAA,Carting,late_evening,9,9,1.9,57.0,30.0,1.0,263.0,1.8148148148148149,1.8412515964240104
IND630561AAA,IND623407AAA,Carting,night,6,6,1.835483870967742,56.5,30.5,1.0,175.0,2.125,2.0581885856079407
IND630561AAA,IND623701AAA,FTL,late_evening,4,4,1.4953560371517027,55.5,38.0,1.0,89.0,1.8333333333333333,1.7770037839697281
IND630561AAA,IND623701AAA,FTL,night,1,1,1.4210526315789473,54.0,38.0,1.0,16.0,1.8226866738120757,1.8035612432295458
IND631003AAA,IND600056AAB,Carting,night,10,10,2.3072368421052634,87.0,38.0,1.0,561.0,2.125,2.1857456140350875
IND631102AAA,IND600056AAB,FTL,night,12,12,2.0397207510832933,128.5,62.0,1.0,737.0,1.8226866738120757,1.9040744527887825
IND631501AAA,IND600056AAB,Carting,night,1,1,10.0,1649.0,74.0,1.0,1575.0,2.125,2.5
IND631501AAA,IND631003AAA,Carting,night,10,10,2.88,70.5,25.0,1.0,475.0,2.125,2.3766666666666665
IND632006AAA,IND562132AAA,FTL,evening,1,1,1.7142857142857142,372.0,217.0,1.0,155.0,1.7703025992499675,1.7676351285373841
IND632006AAA,IND562132AAA,FTL,late_evening,1,1,1.6561085972850678,366.0,221.0,1.0,145.0,1.8333333333333333,1.8248940601881778
IND632006AAA,IND600056AAB,FTL,afternoon,7,7,1.6829268292682926,144.0,82.0,0.8571428571428571,373.0,1.7676767676767677,1.7457045614227187
IND632006AAA,IND600056AAB,FTL,evening,2,2,1.4287716615698267,155.0,108.5,1.0,93.0,1.7703025992499675,1.7392543321881364
IND632006AAA,IND600056AAB,FTL,late_evening,1,1,1.509090909090909,166.0,110.0,1.0,56.0,1.8333333333333333,1.8178932178932177
IND632006AAA,IND600056AAB,FTL,morning,7,7,1.7926829268292683,148.0,82.0,0.8571428571428571,451.0,1.8750586854460094,1.8537020072861137
IND632006AAA,IND632301AAA,FTL,afternoon,9,9,1.935483870967742,60.0,31.0,1.0,269.0,1.7676767676767677,1.819754834215346
IND632006AAA,IND632301AAA,FTL,evening,5,5,2.0606060606060606,68.0,32.0,1.0,180.0,1.7703025992499675,1.8283632915211863
IND632006AAA,IND632402AAA,FTL,evening,4,4,4.595238095238095,119.0,21.0,1.0,443.0,1.7703025992499675,2.2411251819146556
IND632006AAA,IND632402AAA,FTL,late_evening,4,4,2.7532467532467533,59.0,22.0,1.0,214.0,1.8333333333333333,1.9866522366522366
IND632006AAA,IND635802AAB,FTL,evening,1,1,1.3255813953488371,57.0,43.0,1.0,14.0,1.7703025992499675,1.7491253990641993
IND632006AAA,IND635802AAB,FTL,late_evening,1,1,1.380952380952381,58.0,42.0,1.0,16.0,1.8333333333333333,1.8117913832199544
IND632006AAA,IND635802AAB,FTL,night,1,1,1.0555555555555556,57.0,54.0,0.0,3.0,1.8226866738120757,1.7861566205617654
IND632301AAA,IND606803AAA,FTL,night,11,11,2.1578947368421053,43.0,19.0,1.0,242.0,1.8226866738120757,1.9416314703711186
IND632301AAA,IND632006AAA,FTL,night,1,1,4.636363636363637,153.0,33.0,1.0,120.0,1.8226866738120757,1.9566712910764357
IND632402AAA,IND631102AAA,FTL,night,11,11,1.52,38.0,25.0,1.0,169.0,1.8226866738120757,1.715281725040049
IND635001AAA,IND562132AAA,FTL,afternoon,4,4,1.7202898550724637,207.5,122.5,1.0,343.0,1.7676767676767677,1.7597789489093838
IND635001AAA,IND636705AAB,FTL,night,4,4,1.3218677301429045,72.5,52.5,1.0,68.0,1.8226866738120757,1.7392168498672138
IND635207AAA,IND635802AAB,Carting,morning,1,1,3.5272727272727273,194.0,55.0,1.0,139.0,2.2,2.2632034632034634
IND635601AAB,IND635207AAA,Carting,night,1,1,3.125,50.0,16.0,1.0,34.0,2.125,2.1726190476190474
IND635601AAB,IND635802AAB,Carting,night,10,10,3.3495934959349594,147.5,41.0,1.0,1021.0,2.125,2.53319783197832
IND635802AAB,IND562132AAA,FTL,morning,3,3,1.4945054945054945,272.0,179.0,1.0,288.0,1.8750586854460094,1.825421312714638
IND635802AAB,IND562132AAA,FTL,night,3,3,1.6983240223463687,304.0,179.0,1.0,387.0,1.8226866738120757,1.8064654584035054
IND635802AAB,IND635601AAB,Carting,night,10,10,2.0243589743589743,69.5,38.5,1.0,433.0,2.125,2.0914529914529916
IND636005AAA,IND636005AAC,Carting,morning,1,1,5.083333333333333,61.0,12.0,1.0,49.0,2.2,2.3373015873015874
IND636005AAA,IND636016AAA,Carting,night,4,4,1.85,17.5,9.5,0.75,32.0,2.125,2.0791666666666666
IND636016AAA,IND636402AAA,Carting,morning,1,1,1.5185185185185186,164.0,108.0,1.0,56.0,2.2,2.1675485008818343
IND636016AAA,IND637211AAA,Carting,morning,15,15,1.2363636363636363,68.0,55.0,0.6,189.0,2.2,1.787012987012987
IND636102AAA,IND605601AAA,FTL,morning,5,5,0.993006993006993,142.0,146.0,0.0,15.0,1.8750586854460094,1.6986483469582063
IND636352AAA,IND636705AAB,FTL,afternoon,4,4,1.52,38.0,25.0,1.0,59.0,1.7676767676767677,1.7263973063973064
IND636352AAA,IND636705AAB,FTL,morning,1,1,1.7407407407407407,47.0,27.0,1.0,20.0,1.8750586854460094,1.8686625928409968
IND636705AAB,IND562132AAA,FTL,afternoon,5,5,1.715151515151515,283.0,166.0,1.0,552.0,1.7676767676767677,1.7571717171717174
IND636705AAB,IND635001AAA,FTL,afternoon,4,4,1.4489795918367347,71.0,49.0,0.75,88.0,1.7676767676767677,1.714560571703429
IND637211AAA,IND636402AAA,Carting,afternoon,2,2,1.338709677419355,83.0,62.0,1.0,42.0,2.234668335419274,2.153217548328372
IND637211AAA,IND636402AAA,Carting,morning,14,14,1.430952380952381,89.0,62.5,1.0,387.0,2.2,1.8833333333333333
IND637301AAA,IND638001AAA,FTL,morning,10,10,1.8529411764705883,32.0,18.0,1.0,162.0,1.8750586854460094,1.8676861824542026
IND637408AAA,IND637001AAA,FTL,afternoon,4,4,1.8459821428571428,55.0,30.0,1.0,102.0,1.7676767676767677,1.7807276635401637
IND637408AAA,IND637001AAA,FTL,morning,6,6,1.4205665024630543,40.5,28.5,1.0,96.0,1.8750586854460094,1.7701758739884046
IND638001AAA,IND638052AAA,FTL,afternoon,3,3,2.1666666666666665,37.0,17.0,1.0,59.0,1.7676767676767677,1.8197189284145807
IND638401AAA,IND638452AAA,Carting,night,12,12,0.9607692307692308,25.0,25.5,0.25,31.0,2.125,1.6884134615384616
IND638452AAA,IND638501AAB,Carting,night,3,3,1.2173913043478262,28.0,23.0,0.6666666666666666,20.0,2.125,2.006616257088847
IND638501AAB,IND641062AAD,Carting,night,14,14,1.2873027259684362,106.0,75.0,0.7142857142857143,472.0,2.125,1.7800658283399444
IND638657AAA,IND638701AAA,Carting,night,16,16,1.5178571428571428,42.5,28.0,1.0,259.0,2.125,1.85515873015873
IND638701AAA,IND641607AAA,Carting,night,17,17,2.3333333333333335,49.0,22.0,1.0,527.0,2.125,2.220720720720721
IND639001AAA,IND624001AAA,FTL,afternoon,4,4,1.5050699300699302,85.5,54.5,1.0,129.0,1.7676767676767677,1.7239089614089618
IND639001AAA,IND624001AAA,FTL,morning,5,5,1.7636363636363637,96.0,54.0,1.0,210.0,1.8750586854460094,1.8527742210840805
IND639104AAB,IND620012AAA,FTL,morning,1,1,1.03125,66.0,64.0,0.0,2.0,1.8750586854460094,1.83487731947239
IND641001AAA,IND641062AAD,Carting,night,3,3,4.46875,143.0,35.0,1.0,333.0,2.125,2.4307065217391304
IND641006AAD,IND641062AAD,Carting,afternoon,3,3,3.586206896551724,104.0,27.0,1.0,300.0,2.234668335419274,2.4109559738278543
IND641006AAD,IND641062AAD,Carting,morning,2,2,5.018518518518518,135.5,27.0,1.0,217.0,2.2,2.4562289562289563
IND641008AAA,IND641001AAA,Carting,night,3,3,2.0588235294117645,34.0,12.0,1.0,50.0,2.125,2.1163682864450126
IND641008AAA,IND641011AAA,Carting,night,1,1,2.3333333333333335,35.0,15.0,1.0,20.0,2.125,2.134920634920635
IND641011AAA,IND641062AAD,Carting,night,9,9,4.0,150.0,35.0,1.0,884.0,2.125,2.706896551724138
IND641062AAD,IND638401AAA,Carting,evening,4,4,1.8391881342701015,76.0,42.5,1.0,149.0,1.7540983606557377,1.7682799895914647
IND641062AAD,IND638401AAA,Carting,late_evening,8,8,1.8559814169570266,77.0,41.5,1.0,301.0,1.8148148148148149,1.8265767011411609
IND641062AAD,IND641001AAA,Carting,morning,3,3,2.9166666666666665,105.0,36.0,1.0,192.0,2.2,2.2934782608695654
IND641062AAD,IND641008AAA,Carting,morning,2,2,2.394230769230769,90.5,37.5,1.0,106.0,2.2,2.217657342657343
IND641062AAD,IND641607AAA,FTL,afternoon,5,5,1.625,48.0,31.0,1.0,94.0,1.7676767676767677,1.7391414141414143
IND641062AAD,IND641607AAA,FTL,evening,7,7,1.53125,49.0,32.0,1.0,148.0,1.7703025992499675,1.7083259994444204
IND641062AAD,IND642001AAA,Carting,late_evening,1,1,1.5263157894736843,87.0,57.0,1.0,30.0,1.8148148148148149,1.8010767659890468
IND641062AAD,IND642126AAA,Carting,evening,7,7,1.8611111111111112,134.0,71.0,1.0,569.0,1.7540983606557377,1.7818424070700938
IND641062AAD,IND642126AAA,Carting,late_evening,10,10,1.3998775260257195,98.0,71.0,1.0,360.0,1.8148148148148149,1.6765023852184497
IND641062AAD,IND643217AAA,Carting,evening,1,1,2.148936170212766,202.0,94.0,1.0,108.0,1.7540983606557377,1.7729001611108341
IND641062AAD,IND643217AAA,Carting,late_evening,1,1,2.5161290322580645,156.0,62.0,1.0,94.0,1.8148148148148149,1.84821072993116
IND641062AAD,IND643231AAA,Carting,evening,8,8,2.5862573099415203,143.5,56.5,1.0,726.0,1.7540983606557377,1.9918580604516756
IND641062AAD,IND643231AAA,Carting,late_evening,7,7,2.6379310344827585,150.0,58.0,1.0,691.0,1.8148148148148149,2.0282153162102077
IND641607AAA,IND641062AAD,FTL,afternoon,20,20,2.377992277992278,85.5,34.0,1.0,909.0,1.7676767676767677,2.0728345228345226
IND641607AAA,IND641654AAA,Carting,late_evening,11,11,2.0,32.0,16.0,1.0,191.0,1.8148148148148149,1.8805256869773
IND641607AAA,IND641664AAA,Carting,late_evening,4,4,1.818421052631579,38.0,21.0,1.0,70.0,1.8148148148148149,1.8154158544509424
IND641654AAA,IND641664AAA,Carting,night,11,11,1.1875,36.0,31.0,0.45454545454545453,61.0,2.125,1.7923387096774193
IND641664AAA,IND638657AAA,Carting,night,15,15,1.588235294117647,55.0,36.0,1.0,306.0,2.125,1.894957983193277
IND642001AAA,IND641062AAD,Carting,night,17,17,1.5689655172413792,90.0,57.0,1.0,571.0,2.125,1.8695246971109039
IND642001AAA,IND642126AAA,Carting,night,1,1,1.5161290322580645,47.0,31.0,1.0,16.0,2.125,2.096006144393241
IND642126AAA,IND642001AAA,Carting,night,17,17,1.4482758620689655,42.0,29.0,0.9411764705882353,231.0,2.125,1.8140726933830382
IND643001AAA,IND643212AAA,Carting,night,6,6,2.523219814241486,86.0,35.0,1.0,324.0,2.125,2.216896880209574
IND643212AAA,IND641062AAD,Carting,morning,1,1,3.1401869158878504,336.0,107.0,1.0,229.0,2.2,2.244770805518469
IND643212AAA,IND641062AAD,Carting,night,2,2,3.6255442670537006,380.5,105.0,1.0,551.0,2.125,2.2614131151867003
IND643217AAA,IND643001AAA,Carting,night,10,10,0.6162974683544304,48.0,79.0,0.0,0.0,2.125,1.6220991561181435
IND643231AAA,IND643217AAA,Carting,night,11,11,1.1071428571428572,35.0,34.0,0.36363636363636365,88.0,2.125,1.7638248847926268
IND670643AAA,IND673632AAA,Carting,night,5,5,1.9431818181818181,171.0,88.0,1.0,430.0,2.125,2.088636363636364
IND670645AAB,IND673592AAA,Carting,morning,2,2,2.4855769230769234,98.0,39.5,1.0,117.0,2.2,2.2259615384615383
IND670645AAB,IND673592AAA,Carting,night,4,4,3.039880952380952,125.5,40.0,1.0,414.0,2.125,2.2774801587301585
IND671315AAA,IND575004AAB,FTL,night,2,2,8.01923076923077,625.5,78.0,1.0,1095.0,1.8226866738120757,2.3860088643046846
IND671323AAD,IND000000ACO,FTL,night,1,1,1.5625,50.0,32.0,1.0,18.0,1.8226866738120757,1.810296832201977
IND673027AAB,IND673104AAA,Carting,evening,1,1,5.128571428571429,359.0,70.0,1.0,289.0,1.7540983606557377,1.9147875543660084
IND673027AAB,IND673305AAA,Carting,evening,2,2,8.242682926829268,333.5,40.5,1.0,586.0,1.7540983606557377,2.3439696848533313
IND673104AAA,IND673506AAA,Carting,night,17,17,1.7142857142857142,27.0,16.0,0.9411764705882353,229.0,2.125,1.936293436293436
IND673121AAA,IND670645AAB,Carting,night,8,8,2.3166666666666664,69.5,30.0,1.0,345.0,2.125,2.1797619047619046
IND673305AAA,IND673104AAA,Carting,night,14,14,1.2792207792207793,27.0,22.0,0.7142857142857143,96.0,2.125,1.7767379679144384
IND673506AAA,IND670643AAA,Carting,night,17,17,1.5,32.0,23.0,1.0,177.0,2.125,1.837837837837838
IND673573AAA,IND673592AAA,FTL,night,12,12,1.6147540983606556,97.5,61.0,1.0,470.0,1.8226866738120757,1.7447119580177932
IND673592AAA,IND562132AAA,FTL,night,12,12,1.7479189908178152,464.5,264.5,1.0,2520.0,1.8226866738120757,1.794648792689228
